county,prec_id,year,method,birthday,city,N,birthyr,pct,co,precinct
Flathead,PREC 89,2017,absent,1957-11-09,0,213,1957.8569762173313,0.5772357723577236,Flathead,89
Flathead,PREC 89,2017,polls,1962-05-24,0,156,1962.393969708138,0.42276422764227645,Flathead,89
Lake,ARL 1,2014,absent,1956-04-30,0,169,1956.328080385891,0.31066176470588236,Lake,1
Lake,ARL 1,2014,polls,1960-05-31,0,375,1960.4143901437371,0.6893382352941176,Lake,1
Lake,ARL 1,2016,absent,1961-06-30,0,255,1961.4952476815504,0.3390957446808511,Lake,1
Lake,ARL 1,2016,polls,1963-11-15,0,497,1963.8720178703984,0.660904255319149,Lake,1
Lake,ARL 1,2017,absent,1959-10-19,0,219,1959.7981428870573,0.3855633802816901,Lake,1
Lake,ARL 1,2017,polls,1961-10-23,0,349,1961.810366569979,0.6144366197183099,Lake,1
Lake,BEA 1,2014,absent,1951-08-17,0,161,1951.624480807411,0.4304812834224599,Lake,2
Lake,BEA 1,2014,polls,1953-05-15,0,213,1953.3687004527737,0.56951871657754,Lake,2
Lake,BEA 1,2016,absent,1956-04-10,0,243,1956.2746469947017,0.45251396648044695,Lake,2
Lake,BEA 1,2016,polls,1956-11-30,0,294,1956.9153734046665,0.547486033519553,Lake,2
Lake,BEA 1,2017,absent,1954-07-10,0,208,1954.5212051808562,0.49760765550239233,Lake,2
Lake,BEA 1,2017,polls,1955-04-03,0,210,1955.2527622958835,0.5023923444976076,Lake,2
Lake,BEA 2,2014,absent,1948-10-17,0,33,1948.79269076805,0.3473684210526316,Lake,3
Lake,BEA 2,2014,polls,1953-07-12,0,62,1953.5269700381975,0.6526315789473685,Lake,3
Lake,BEA 2,2016,absent,1955-08-14,0,55,1955.6174724659325,0.38461538461538464,Lake,3
Lake,BEA 2,2016,polls,1960-04-05,0,88,1960.2600024889553,0.6153846153846154,Lake,3
Lake,BEA 2,2017,absent,1952-09-12,0,49,1952.6983475114891,0.4260869565217391,Lake,3
Lake,BEA 2,2017,polls,1956-11-27,0,66,1956.9049426503225,0.5739130434782609,Lake,3
Lake,CHA 1,2014,absent,1953-10-13,0,157,1953.7820008108922,0.35201793721973096,Lake,4
Lake,CHA 1,2014,polls,1958-08-25,0,289,1958.6470043507197,0.647982062780269,Lake,4
Lake,CHA 1,2016,absent,1959-11-19,0,227,1959.8832192059629,0.3667205169628433,Lake,4
Lake,CHA 1,2016,polls,1962-02-21,0,392,1962.1416767939209,0.6332794830371568,Lake,4
Lake,CHA 1,2017,absent,1957-03-18,0,195,1957.210965443409,0.4304635761589404,Lake,4
Lake,CHA 1,2017,polls,1959-10-30,0,258,1959.8262207577905,0.5695364238410596,Lake,4
Lake,DAY 1,2014,absent,1947-11-29,0,203,1947.9108040582232,0.5139240506329114,Lake,5
Lake,DAY 1,2014,polls,1951-01-04,0,192,1951.008013917408,0.4860759493670886,Lake,5
Lake,DAY 1,2016,absent,1951-04-21,0,274,1951.3013784179418,0.5209125475285171,Lake,5
Lake,DAY 1,2016,polls,1955-11-08,0,252,1955.8521234640332,0.4790874524714829,Lake,5
Lake,DAY 1,2017,absent,1950-09-09,0,243,1950.6889131126716,0.6014851485148515,Lake,5
Lake,DAY 1,2017,polls,1953-04-02,0,161,1953.2511212859397,0.39851485148514854,Lake,5
Lake,FER 1,2014,absent,1951-02-03,0,235,1951.092390813637,0.48254620123203285,Lake,6
Lake,FER 1,2014,polls,1954-12-11,0,252,1954.943667633606,0.5174537987679672,Lake,6
Lake,FER 1,2016,absent,1954-03-20,0,335,1954.2152114172463,0.4792560801144492,Lake,6
Lake,FER 1,2016,polls,1960-07-11,0,364,1960.525960692285,0.5207439198855508,Lake,6
Lake,FER 1,2017,absent,1952-03-05,0,306,1952.1742561500987,0.5444839857651246,Lake,6
Lake,FER 1,2017,polls,1957-03-19,0,256,1957.2127823408625,0.4555160142348754,Lake,6
Lake,POL 1,2014,absent,1951-05-24,0,355,1951.3930493295159,0.5670926517571885,Lake,7
Lake,POL 1,2014,polls,1958-01-03,0,271,1958.007526563972,0.4329073482428115,Lake,7
Lake,POL 1,2016,absent,1953-10-09,0,437,1953.7720128371998,0.548306148055207,Lake,7
Lake,POL 1,2016,polls,1961-02-01,0,360,1961.0880066925242,0.451693851944793,Lake,7
Lake,POL 1,2017,absent,1953-01-26,0,402,1953.070104644471,0.6463022508038585,Lake,7
Lake,POL 1,2017,polls,1958-06-21,0,220,1958.4682844875863,0.3536977491961415,Lake,7
Lake,POL 2,2014,absent,1952-04-11,0,396,1952.2763086027974,0.5577464788732395,Lake,8
Lake,POL 2,2014,polls,1958-05-31,0,314,1958.4116280185024,0.4422535211267606,Lake,8
Lake,POL 2,2016,absent,1955-09-16,0,520,1955.7059021744853,0.556745182012848,Lake,8
Lake,POL 2,2016,polls,1961-03-26,0,414,1961.2313516980958,0.44325481798715205,Lake,8
Lake,POL 2,2017,absent,1954-07-08,0,458,1954.5164495216234,0.6131191432396251,Lake,8
Lake,POL 2,2017,polls,1958-09-20,0,289,1958.719315821509,0.3868808567603748,Lake,8
Lake,POL 3,2014,absent,1948-04-18,0,222,1948.2955892237205,0.6082191780821918,Lake,9
Lake,POL 3,2014,polls,1954-02-14,0,143,1954.1226672027494,0.3917808219178082,Lake,9
Lake,POL 3,2016,absent,1951-05-20,0,297,1951.3799966353013,0.592814371257485,Lake,9
Lake,POL 3,2016,polls,1957-10-01,0,204,1957.7495805988378,0.40718562874251496,Lake,9
Lake,POL 3,2017,absent,1950-08-05,0,272,1950.5919092482989,0.6783042394014963,Lake,9
Lake,POL 3,2017,polls,1954-03-25,0,129,1954.2277297592707,0.32169576059850374,Lake,9
Lake,POL 4,2014,absent,1951-03-15,0.8162162162162162,370,1951.2002219879016,0.4811443433029909,Lake,10
Lake,POL 4,2014,polls,1962-01-22,0.8395989974937343,399,1962.0582222153605,0.5188556566970091,Lake,10
Lake,POL 4,2016,absent,1955-10-21,0.8382066276803118,513,1955.8021889463944,0.47544022242817424,Lake,10
Lake,POL 4,2016,polls,1966-01-30,0.8621908127208481,566,1966.079900740816,0.5245597775718258,Lake,10
Lake,POL 4,2017,absent,1954-04-01,0.8363636363636363,440,1954.2479372783275,0.5670103092783505,Lake,10
Lake,POL 4,2017,polls,1963-11-18,0.8482142857142857,336,1963.8805286659497,0.4329896907216495,Lake,10
Lake,POL 5,2014,absent,1949-09-14,0.8593481989708405,583,1949.702748299703,0.5448598130841121,Lake,11
Lake,POL 5,2014,polls,1958-07-28,0.8151950718685832,487,1958.5709402718455,0.45514018691588787,Lake,11
Lake,POL 5,2016,absent,1952-11-16,0.8621621621621621,740,1952.8769373069167,0.5163991625959525,Lake,11
Lake,POL 5,2016,polls,1962-12-20,0.823953823953824,693,1962.9669275131287,0.48360083740404747,Lake,11
Lake,POL 5,2017,absent,1952-01-18,0.8652694610778443,668,1952.0463877173784,0.6067211625794732,Lake,11
Lake,POL 5,2017,polls,1959-05-25,0.815242494226328,433,1959.394855938781,0.3932788374205268,Lake,11
Lake,POL 6,2014,absent,1954-04-07,0,77,1954.2634736926318,0.44508670520231214,Lake,12
Lake,POL 6,2014,polls,1962-10-14,0,96,1962.7841946155602,0.5549132947976878,Lake,12
Lake,POL 6,2016,absent,1960-09-05,0,106,1960.6789095088657,0.4344262295081967,Lake,12
Lake,POL 6,2016,polls,1965-04-15,0,138,1965.2870279439335,0.5655737704918032,Lake,12
Lake,POL 6,2017,absent,1958-05-26,0,90,1958.3975663548558,0.5389221556886228,Lake,12
Lake,POL 6,2017,polls,1962-10-02,0,77,1962.7522689493942,0.46107784431137727,Lake,12
Lake,POL 7,2014,absent,1951-06-11,0,151,1951.441795740013,0.44281524926686217,Lake,13
Lake,POL 7,2014,polls,1958-02-23,0,190,1958.1453510573147,0.5571847507331378,Lake,13
Lake,POL 7,2016,absent,1956-01-22,0,207,1956.058453775622,0.4268041237113402,Lake,13
Lake,POL 7,2016,polls,1961-11-28,0,278,1961.9079865471074,0.5731958762886598,Lake,13
Lake,POL 7,2017,absent,1954-09-16,0,174,1954.7087886583745,0.5058139534883721,Lake,13
Lake,POL 7,2017,polls,1957-04-11,0,170,1957.2746144864516,0.4941860465116279,Lake,13
Lake,POL 8,2014,absent,1950-01-17,0,12,1950.0440337668265,0.46153846153846156,Lake,14
Lake,POL 8,2014,polls,1954-07-16,0,14,1954.536618754278,0.5384615384615384,Lake,14
Lake,POL 8,2016,absent,1953-06-03,0,14,1953.421922362374,0.4827586206896552,Lake,14
Lake,POL 8,2016,polls,1962-03-17,0,15,1962.2078941364362,0.5172413793103449,Lake,14
Lake,POL 8,2017,absent,1954-10-07,0,14,1954.7664026596265,0.6086956521739131,Lake,14
Lake,POL 8,2017,polls,1953-11-03,0,9,1953.8387710092022,0.391304347826087,Lake,14
Lake,RON 1,2014,absent,1954-02-07,0.3403361344537815,476,1954.1022265168901,0.41535776614310643,Lake,15
Lake,RON 1,2014,polls,1959-02-21,0.35522388059701493,670,1959.1401963488513,0.5846422338568935,Lake,15
Lake,RON 1,2016,absent,1958-09-02,0.36633663366336633,707,1958.6700376696515,0.41345029239766085,Lake,15
Lake,RON 1,2016,polls,1964-09-29,0.36191425722831505,1003,1964.74424092541,0.5865497076023392,Lake,15
Lake,RON 1,2017,absent,1956-03-31,0.3627450980392157,612,1956.2458071067806,0.4907778668805132,Lake,15
Lake,RON 1,2017,polls,1962-02-13,0.33700787401574805,635,1962.1180552636258,0.5092221331194867,Lake,15
Lake,RON 2,2014,absent,1953-05-02,0,327,1953.3327849259126,0.3811188811188811,Lake,16
Lake,RON 2,2014,polls,1960-03-06,0,531,1960.1791900138053,0.6188811188811189,Lake,16
Lake,RON 2,2016,absent,1958-10-25,0,509,1958.8142766278177,0.3739897134459956,Lake,16
Lake,RON 2,2016,polls,1966-05-14,0,852,1966.3659015466287,0.6260102865540044,Lake,16
Lake,RON 2,2017,absent,1956-05-24,0,433,1956.3932862587396,0.46112886048988283,Lake,16
Lake,RON 2,2017,polls,1963-03-05,0,506,1963.1732177592369,0.5388711395101171,Lake,16
Lake,STI 1,2014,absent,1952-06-18,0,194,1952.4619488134804,0.4439359267734554,Lake,17
Lake,STI 1,2014,polls,1958-05-19,0,243,1958.3789275624397,0.5560640732265446,Lake,17
Lake,STI 1,2016,absent,1956-01-31,0,284,1956.083051353983,0.44305772230889234,Lake,17
Lake,STI 1,2016,polls,1962-11-21,0,357,1962.889065277035,0.5569422776911076,Lake,17
Lake,STI 1,2017,absent,1955-12-16,0,261,1955.9556541601432,0.5272727272727272,Lake,17
Lake,STI 1,2017,polls,1959-12-14,0,234,1959.9515143005904,0.4727272727272727,Lake,17
Lake,STI 2,2014,absent,1953-01-27,0.4519774011299435,177,1953.0740650510254,0.3726315789473684,Lake,18
Lake,STI 2,2014,polls,1959-03-13,0.46308724832214765,298,1959.1941531267082,0.6273684210526316,Lake,18
Lake,STI 2,2016,absent,1957-07-03,0.4588235294117647,255,1957.503890700702,0.3905053598774885,Lake,18
Lake,STI 2,2016,polls,1963-10-24,0.47738693467336685,398,1963.8107924977385,0.6094946401225115,Lake,18
Lake,STI 2,2017,absent,1955-09-13,0.46846846846846846,222,1955.6978004698744,0.46153846153846156,Lake,18
Lake,STI 2,2017,polls,1961-05-30,0.42857142857142855,259,1961.4101781452912,0.5384615384615384,Lake,18
Lake,SWA 1,2014,absent,1951-08-20,0,60,1951.633401779603,0.7407407407407407,Lake,19
Lake,SWA 1,2014,polls,1956-01-01,0,21,1956.0008474300055,0.25925925925925924,Lake,19
Lake,SWA 1,2016,absent,1953-10-15,0,67,1953.7877144053857,0.7613636363636364,Lake,19
Lake,SWA 1,2016,polls,1955-04-21,0,21,1955.3011309931228,0.23863636363636365,Lake,19
Lake,SWA 1,2017,absent,1950-08-17,0,60,1950.6260095824778,0.759493670886076,Lake,19
Lake,SWA 1,2017,polls,1952-08-20,0,19,1952.6345329442704,0.24050632911392406,Lake,19
Lake,SWA 2,2014,absent,1955-08-27,0,70,1955.6523320621884,0.693069306930693,Lake,20
Lake,SWA 2,2014,polls,1951-09-19,0,31,1951.7140712282794,0.3069306930693069,Lake,20
Lake,SWA 2,2016,absent,1955-07-17,0,77,1955.5392054899241,0.6363636363636364,Lake,20
Lake,SWA 2,2016,polls,1953-12-08,0,44,1953.9353493870947,0.36363636363636365,Lake,20
Lake,SWA 2,2017,absent,1955-05-14,0,74,1955.3636346819098,0.6788990825688074,Lake,20
Lake,SWA 2,2017,polls,1953-04-28,0,35,1953.3210912290995,0.3211009174311927,Lake,20
Park,59A NPC,2014,absent,1956-03-12,0.1471861471861472,231,1956.1931607065078,0.35648148148148145,Park,1
Park,59A NPC,2014,polls,1957-07-20,0.2182254196642686,417,1957.5497909680469,0.6435185185185185,Park,1
Park,59A NPC,2016,absent,1960-10-22,0.1467065868263473,334,1960.808043051474,0.38346727898966704,Park,1
Park,59A NPC,2016,polls,1961-11-04,0.21787709497206703,537,1961.8432746122971,0.616532721010333,Park,1
Park,59A NPC,2017,absent,1958-01-19,0.14336917562724014,279,1958.0499682301365,0.42272727272727273,Park,1
Park,59A NPC,2017,polls,1958-10-13,0.2152230971128609,381,1958.7828959778385,0.5772727272727273,Park,1
Park,59B NCP,2014,absent,1954-06-21,0,498,1954.4692885161453,0.5372168284789643,Park,2
Park,59B NCP,2014,polls,1958-08-29,0,429,1958.6596944009675,0.4627831715210356,Park,2
Park,59B NCP,2016,absent,1958-02-27,0,668,1958.158688782599,0.5284810126582279,Park,2
Park,59B NCP,2016,polls,1962-10-29,0,596,1962.8265369403139,0.47151898734177217,Park,2
Park,59B NCP,2017,absent,1956-06-12,0,585,1956.4461456560018,0.5993852459016393,Park,2
Park,59B NCP,2017,polls,1960-06-16,0,391,1960.456377319252,0.40061475409836067,Park,2
Park,59C SCP,2014,absent,1954-01-26,0,261,1954.0686980260725,0.365034965034965,Park,3
Park,59C SCP,2014,polls,1957-01-02,0,454,1957.0039771202514,0.634965034965035,Park,3
Park,59C SCP,2016,absent,1959-04-30,0,403,1959.326016545994,0.40584088620342396,Park,3
Park,59C SCP,2016,polls,1960-03-13,0,590,1960.1963781482384,0.594159113796576,Park,3
Park,59C SCP,2017,absent,1957-03-06,0,334,1957.17784963953,0.4287548138639281,Park,3
Park,59C SCP,2017,polls,1958-01-04,0,445,1958.0097701282023,0.5712451861360719,Park,3
Park,59D SPC,2014,absent,1957-04-30,0,262,1957.3271992935927,0.4274061990212072,Park,4
Park,59D SPC,2014,polls,1961-01-29,0,351,1961.0795829262634,0.5725938009787929,Park,4
Park,59D SPC,2016,absent,1962-08-02,0,394,1962.5845033476132,0.44620611551528877,Park,4
Park,59D SPC,2016,polls,1964-04-11,0,489,1964.277180797532,0.5537938844847112,Park,4
Park,59D SPC,2017,absent,1961-12-04,0,366,1961.9245968963544,0.5191489361702127,Park,4
Park,59D SPC,2017,polls,1963-08-03,0,339,1963.5852317582614,0.4808510638297872,Park,4
Park,60A NOL,2014,absent,1957-02-16,0,289,1957.1292781879029,0.5008665511265165,Park,5
Park,60A NOL,2014,polls,1959-03-13,0,288,1959.194900752909,0.49913344887348354,Park,5
Park,60A NOL,2016,absent,1959-07-12,0,376,1959.5273566633173,0.49933598937583,Park,5
Park,60A NOL,2016,polls,1962-08-29,0,377,1962.657737787243,0.50066401062417,Park,5
Park,60A NOL,2017,absent,1959-01-08,0,341,1959.0197892015472,0.5508885298869144,Park,5
Park,60A NOL,2017,polls,1960-11-05,0,278,1960.8460845286809,0.4491114701130856,Park,5
Park,60B SOL,2014,absent,1954-11-12,0,231,1954.8633356148757,0.4583333333333333,Park,6
Park,60B SOL,2014,polls,1960-05-21,0,273,1960.384968898316,0.5416666666666666,Park,6
Park,60B SOL,2016,absent,1960-04-12,0,340,1960.2796392478963,0.43312101910828027,Park,6
Park,60B SOL,2016,polls,1965-12-17,0,445,1965.959848956771,0.5668789808917197,Park,6
Park,60B SOL,2017,absent,1957-06-15,0,265,1957.4530394018054,0.5289421157684631,Park,6
Park,60B SOL,2017,polls,1961-09-06,0,236,1961.6814580215548,0.47105788423153694,Park,6
Park,60CL NW,2014,absent,1960-09-13,1,313,1960.7002468876628,0.4785932721712538,Park,7
Park,60CL NW,2014,polls,1962-12-04,1,341,1962.9228082641343,0.5214067278287462,Park,7
Park,60CL NW,2016,absent,1965-04-14,1,452,1965.284257963693,0.4654994850669413,Park,7
Park,60CL NW,2016,polls,1968-02-22,1,519,1968.141083719415,0.5345005149330587,Park,7
Park,60CL NW,2017,absent,1963-09-14,1,395,1963.701335135463,0.5486111111111112,Park,7
Park,60CL NW,2017,polls,1964-05-25,1,325,1964.3971357868688,0.4513888888888889,Park,7
Park,60DL NE,2014,absent,1956-05-04,1,249,1956.3402356860709,0.48255813953488375,Park,8
Park,60DL NE,2014,polls,1961-03-28,1,267,1961.237308600389,0.5174418604651163,Park,8
Park,60DL NE,2016,absent,1963-02-02,1,383,1963.087927543458,0.49483204134366926,Park,8
Park,60DL NE,2016,polls,1966-11-20,1,391,1966.884850967438,0.5051679586563308,Park,8
Park,60DL NE,2017,absent,1961-06-27,1,334,1961.4864972314099,0.594306049822064,Park,8
Park,60DL NE,2017,polls,1964-02-21,1,228,1964.1391980979142,0.40569395017793597,Park,8
Park,60EL SE,2014,absent,1960-05-12,1,231,1960.3604777608884,0.4723926380368098,Park,9
Park,60EL SE,2014,polls,1964-03-25,1,258,1964.230892083048,0.5276073619631901,Park,9
Park,60EL SE,2016,absent,1966-08-04,1,349,1966.5898460253113,0.4722598105548038,Park,9
Park,60EL SE,2016,polls,1969-06-12,1,390,1969.4460766247214,0.5277401894451962,Park,9
Park,60EL SE,2017,absent,1965-04-08,1,313,1965.2683727938106,0.5305084745762711,Park,9
Park,60EL SE,2017,polls,1967-08-16,1,277,1967.6220332742769,0.4694915254237288,Park,9
Park,60FL SC,2014,absent,1956-04-10,1,247,1956.2739790559956,0.5061475409836066,Park,10
Park,60FL SC,2014,polls,1960-11-05,1,241,1960.8456266809808,0.49385245901639346,Park,10
Park,60FL SC,2016,absent,1960-03-16,1,352,1960.205548814635,0.5,Park,10
Park,60FL SC,2016,polls,1967-03-08,1,352,1967.1826348702632,0.5,Park,10
Park,60FL SC,2017,absent,1959-09-21,1,321,1959.7194299982302,0.5836363636363636,Park,10
Park,60FL SC,2017,polls,1963-08-29,1,229,1963.6585158816267,0.4163636363636364,Park,10
Park,60GL SW,2014,absent,1957-07-18,1,314,1957.5442524751827,0.521594684385382,Park,11
Park,60GL SW,2014,polls,1961-08-02,1,288,1961.583903718914,0.47840531561461797,Park,11
Park,60GL SW,2016,absent,1961-12-02,1,489,1961.9196225237217,0.5451505016722408,Park,11
Park,60GL SW,2016,polls,1964-11-22,1,408,1964.8919622606059,0.45484949832775917,Park,11
Park,60GL SW,2017,absent,1961-01-08,1,442,1961.0202706260202,0.6147426981919333,Park,11
Park,60GL SW,2017,polls,1964-03-11,1,277,1964.192870221425,0.3852573018080668,Park,11
Sheridan,1_PREC,2014,absent,1953-04-05,0.29411764705882354,51,1953.260136087289,0.4322033898305085,Sheridan,1
Sheridan,1_PREC,2014,polls,1952-01-28,0.5970149253731343,67,1952.0749639890894,0.5677966101694916,Sheridan,1
Sheridan,1_PREC,2016,absent,1957-11-23,0.37333333333333335,75,1957.8934063426877,0.44642857142857145,Sheridan,1
Sheridan,1_PREC,2016,polls,1959-07-14,0.6881720430107527,93,1959.5331081230268,0.5535714285714286,Sheridan,1
Sheridan,1_PREC,2017,absent,1956-11-26,0.31746031746031744,63,1956.903599404626,0.5727272727272728,Sheridan,1
Sheridan,1_PREC,2017,polls,1954-10-09,0.6170212765957447,47,1954.771025383372,0.42727272727272725,Sheridan,1
Sheridan,2_PREC,2014,absent,1953-06-05,0.25316455696202533,158,1953.4274079657596,0.6171875,Sheridan,2
Sheridan,2_PREC,2014,polls,1958-08-24,0.4387755102040816,98,1958.64381399377,0.3828125,Sheridan,2
Sheridan,2_PREC,2016,absent,1960-05-12,0.25327510917030566,229,1960.3612468578979,0.5812182741116751,Sheridan,2
Sheridan,2_PREC,2016,polls,1965-05-02,0.4484848484848485,165,1965.3333582228859,0.41878172588832485,Sheridan,2
Sheridan,2_PREC,2017,absent,1957-07-14,0.24468085106382978,188,1957.5330944995412,0.7014925373134329,Sheridan,2
Sheridan,2_PREC,2017,polls,1958-10-27,0.4,80,1958.8207392197126,0.29850746268656714,Sheridan,2
Sheridan,3_PREC,2014,absent,1950-01-02,1,177,1950.0041145102225,0.6188811188811189,Sheridan,3
Sheridan,3_PREC,2014,polls,1960-06-24,1,109,1960.4784582634743,0.3811188811188811,Sheridan,3
Sheridan,3_PREC,2016,absent,1955-06-15,1,237,1955.4518695650918,0.6045918367346939,Sheridan,3
Sheridan,3_PREC,2016,polls,1965-05-31,1,155,1965.411644697622,0.39540816326530615,Sheridan,3
Sheridan,3_PREC,2017,absent,1952-04-22,1,193,1952.3062349941306,0.7451737451737451,Sheridan,3
Sheridan,3_PREC,2017,polls,1960-06-27,1,66,1960.4878767137493,0.2548262548262548,Sheridan,3
Sheridan,4_PREC,2014,absent,1952-06-02,1,193,1952.4187989630213,0.5258855585831063,Sheridan,4
Sheridan,4_PREC,2014,polls,1959-06-26,1,174,1959.4835217572597,0.47411444141689374,Sheridan,4
Sheridan,4_PREC,2016,absent,1958-04-11,1,265,1958.2742706597962,0.5206286836935167,Sheridan,4
Sheridan,4_PREC,2016,polls,1964-07-01,1,244,1964.4991191750541,0.4793713163064833,Sheridan,4
Sheridan,4_PREC,2017,absent,1955-04-04,1,197,1955.2552837393205,0.5828402366863905,Sheridan,4
Sheridan,4_PREC,2017,polls,1961-04-28,1,141,1961.323071247227,0.4171597633136095,Sheridan,4
Sheridan,5_PREC,2014,absent,1949-07-12,0.25555555555555554,90,1949.5265647577762,0.5454545454545454,Sheridan,5
Sheridan,5_PREC,2014,polls,1960-08-19,0.09333333333333334,75,1960.63151266256,0.45454545454545453,Sheridan,5
Sheridan,5_PREC,2016,absent,1956-10-03,0.24793388429752067,121,1956.7547530560412,0.568075117370892,Sheridan,5
Sheridan,5_PREC,2016,polls,1963-12-08,0.13043478260869565,92,1963.9338451923936,0.431924882629108,Sheridan,5
Sheridan,5_PREC,2017,absent,1954-07-12,0.2608695652173913,92,1954.5260542213493,0.6715328467153284,Sheridan,5
Sheridan,5_PREC,2017,polls,1956-12-08,0.044444444444444446,45,1956.9369229599208,0.3284671532846715,Sheridan,5
Sheridan,6_PREC,2014,absent,1957-04-11,0,104,1957.2747591217817,0.6265060240963856,Sheridan,6
Sheridan,6_PREC,2014,polls,1958-09-19,0,62,1958.7161687752534,0.37349397590361444,Sheridan,6
Sheridan,6_PREC,2016,absent,1962-01-08,0,143,1962.0211944113382,0.6190476190476191,Sheridan,6
Sheridan,6_PREC,2016,polls,1961-02-21,0,88,1961.1429282558645,0.38095238095238093,Sheridan,6
Sheridan,6_PREC,2017,absent,1960-12-15,0,116,1960.956194387406,0.7631578947368421,Sheridan,6
Sheridan,6_PREC,2017,polls,1954-11-01,0,36,1954.8339797703247,0.23684210526315788,Sheridan,6
Stillwater,PREC_1,2014,absent,1956-11-20,0.38341158059467917,639,1956.888389734559,0.4190163934426229,Stillwater,1
Stillwater,PREC_1,2014,polls,1959-01-08,0.4255079006772009,886,1959.0195095044521,0.580983606557377,Stillwater,1
Stillwater,PREC_1,2016,absent,1961-07-15,0.3770672546857773,907,1961.5362708630946,0.42107706592386257,Stillwater,1
Stillwater,PREC_1,2016,polls,1963-06-04,0.4161988773055333,1247,1963.4233069702673,0.5789229340761374,Stillwater,1
Stillwater,PREC_1,2017,absent,1959-03-14,0.38786279683377306,758,1959.1980878387774,0.4938110749185668,Stillwater,1
Stillwater,PREC_1,2017,polls,1959-02-12,0.4144144144144144,777,1959.1164300117073,0.5061889250814332,Stillwater,1
Stillwater,PREC_10,2014,absent,1948-10-21,0,57,1948.8046159203623,0.5229357798165137,Stillwater,6
Stillwater,PREC_10,2014,polls,1952-06-10,0,52,1952.4412151845418,0.47706422018348627,Stillwater,6
Stillwater,PREC_10,2016,absent,1951-10-28,0,71,1951.823138695279,0.4930555555555556,Stillwater,6
Stillwater,PREC_10,2016,polls,1954-02-13,0,73,1954.1185901943686,0.5069444444444444,Stillwater,6
Stillwater,PREC_10,2017,absent,1949-12-03,0,61,1949.9211858035703,0.5495495495495496,Stillwater,6
Stillwater,PREC_10,2017,polls,1953-03-12,0,50,1953.1924982888434,0.45045045045045046,Stillwater,6
Stillwater,PREC_11,2014,absent,1951-10-28,0,52,1951.8221976517664,0.3561643835616438,Stillwater,7
Stillwater,PREC_11,2014,polls,1955-12-01,0,94,1955.9155052645376,0.6438356164383562,Stillwater,7
Stillwater,PREC_11,2016,absent,1954-10-02,0,63,1954.7508664428583,0.3247422680412371,Stillwater,7
Stillwater,PREC_11,2016,polls,1960-11-23,0,131,1960.895956445183,0.6752577319587629,Stillwater,7
Stillwater,PREC_11,2017,absent,1952-01-16,0,51,1952.0415240702714,0.3493150684931507,Stillwater,7
Stillwater,PREC_11,2017,polls,1958-09-10,0,95,1958.692186317951,0.6506849315068494,Stillwater,7
Stillwater,PREC_13,2014,absent,1953-03-24,0,286,1953.2272464017844,0.43202416918429004,Stillwater,8
Stillwater,PREC_13,2014,polls,1957-06-17,0,376,1957.4605560167183,0.56797583081571,Stillwater,8
Stillwater,PREC_13,2016,absent,1957-09-26,0,391,1957.73652212425,0.4463470319634703,Stillwater,8
Stillwater,PREC_13,2016,polls,1961-01-21,0,485,1961.0575865986439,0.5536529680365296,Stillwater,8
Stillwater,PREC_13,2017,absent,1955-03-03,0,330,1955.1677182502644,0.5038167938931297,Stillwater,8
Stillwater,PREC_13,2017,polls,1957-06-10,0,325,1957.439717790765,0.4961832061068702,Stillwater,8
Stillwater,PREC_2,2014,absent,1956-11-01,0,486,1956.8337600662492,0.5751479289940828,Stillwater,2
Stillwater,PREC_2,2014,polls,1960-04-19,0,359,1960.2987346019725,0.42485207100591715,Stillwater,2
Stillwater,PREC_2,2016,absent,1959-11-09,0,634,1959.8549370920484,0.5465517241379311,Stillwater,2
Stillwater,PREC_2,2016,polls,1964-03-04,0,526,1964.1718027394122,0.453448275862069,Stillwater,2
Stillwater,PREC_2,2017,absent,1957-11-11,0,534,1957.8609233324873,0.6464891041162227,Stillwater,2
Stillwater,PREC_2,2017,polls,1959-12-25,0,292,1959.9810131923152,0.35351089588377727,Stillwater,2
Stillwater,PREC_4,2014,absent,1956-07-28,0,65,1956.57218975412,0.46099290780141844,Stillwater,3
Stillwater,PREC_4,2014,polls,1961-12-24,0,76,1961.97834936417,0.5390070921985816,Stillwater,3
Stillwater,PREC_4,2016,absent,1959-07-08,0,85,1959.5144502154044,0.4358974358974359,Stillwater,3
Stillwater,PREC_4,2016,polls,1963-09-09,0,110,1963.6873623296622,0.5641025641025641,Stillwater,3
Stillwater,PREC_4,2017,absent,1957-03-31,0,71,1957.2449701632106,0.47651006711409394,Stillwater,3
Stillwater,PREC_4,2017,polls,1962-01-12,0,78,1962.0312395794942,0.5234899328859061,Stillwater,3
Stillwater,PREC_7,2014,absent,1955-04-01,0,19,1955.2460103029648,0.3392857142857143,Stillwater,4
Stillwater,PREC_7,2014,polls,1962-01-23,0,37,1962.0620086205302,0.6607142857142857,Stillwater,4
Stillwater,PREC_7,2016,absent,1959-05-23,0,26,1959.3891433686094,0.3561643835616438,Stillwater,4
Stillwater,PREC_7,2016,polls,1965-01-31,0,47,1965.0834607598993,0.6438356164383562,Stillwater,4
Stillwater,PREC_7,2017,absent,1959-04-13,0,24,1959.2801733972165,0.39344262295081966,Stillwater,4
Stillwater,PREC_7,2017,polls,1961-09-21,0,37,1961.722219139057,0.6065573770491803,Stillwater,4
