"UPC_i","DESCRIP_i","UPC_j","DESCRIP_j","weeks_together"
1313000622,"CREAM OF WHEAT INSTA",3000002350,"KRETCHMER HONEY WHT",235
3000001380,"QUAKER INST OATML AP",3000002350,"KRETCHMER HONEY WHT",235
3000002350,"KRETCHMER HONEY WHT",3000004170,"QUAKER Q/W HOMINY GR",235
3000001240,"QUAKER INST OATML RS",3000002350,"KRETCHMER HONEY WHT",234
3000001880,"QUAKER FRUIT & CREAM",3000002350,"KRETCHMER HONEY WHT",234
3000001460,"QUAKER OAT VARIETY",3000002350,"KRETCHMER HONEY WHT",233
3000002190,"KRETSCHMER WHEAT GER",3000002350,"KRETCHMER HONEY WHT",233
1313000602,"NABISCO CREAM OF WHT",3000001760,"QUAKER VRTY INST OAT",232
1313006025,"MIX N EAT CREAM OF W",1313006035,"~MIX N EAT BROWN SUG",232
1313006035,"~MIX N EAT BROWN SUG",3000001040,"QUAKER OLD FASHIONED",232
1313006035,"~MIX N EAT BROWN SUG",3000001200,"QUICK QUAKER OATS",232
3000001190,"QUAKER INST OATML MP",3000002350,"KRETCHMER HONEY WHT",232
1313000602,"NABISCO CREAM OF WHT",1313000698,"NABISCO CREAM OF RIC",231
1313000602,"NABISCO CREAM OF WHT",3000004760,"QUAKER INSTANT GRITS",231
1313006035,"~MIX N EAT BROWN SUG",3000001020,"QUAKER OATS REGULAR",231
1313006035,"~MIX N EAT BROWN SUG",3000007060,"QUAKER HOT OAT BRAN",231
1313000602,"NABISCO CREAM OF WHT",3000001820,"QUAKER INSTANT STRAW",230
1313000612,"CREAM OF WHEAT QUICK",1313006035,"~MIX N EAT BROWN SUG",230
1313006035,"~MIX N EAT BROWN SUG",1800063070,"PILS FARINA",230
1313006035,"~MIX N EAT BROWN SUG",3000001180,"QUICK QUAKER OATS",230
1313006035,"~MIX N EAT BROWN SUG",3000001210,"QUAKER INSTANT OATME",230
1313006035,"~MIX N EAT BROWN SUG",3000004170,"QUAKER Q/W HOMINY GR",229
1313000698,"NABISCO CREAM OF RIC",3000004760,"QUAKER INSTANT GRITS",228
1313006035,"~MIX N EAT BROWN SUG",3000001240,"QUAKER INST OATML RS",228
1313006035,"~MIX N EAT BROWN SUG",3000001380,"QUAKER INST OATML AP",228
1313006035,"~MIX N EAT BROWN SUG",3000001880,"QUAKER FRUIT & CREAM",228
3000001800,"QUAKER INST OATML PE",3000002350,"KRETCHMER HONEY WHT",228
1313000698,"NABISCO CREAM OF RIC",3000001760,"QUAKER VRTY INST OAT",227
1313006035,"~MIX N EAT BROWN SUG",3000002190,"KRETSCHMER WHEAT GER",227
3000002350,"KRETCHMER HONEY WHT",4240000105,"QUICK MALT O MEAL",227
1313000622,"CREAM OF WHEAT INSTA",1313006035,"~MIX N EAT BROWN SUG",226
1313000698,"NABISCO CREAM OF RIC",3000001820,"QUAKER INSTANT STRAW",226
3000001760,"QUAKER VRTY INST OAT",3000001820,"QUAKER INSTANT STRAW",226
1313006035,"~MIX N EAT BROWN SUG",3000001460,"QUAKER OAT VARIETY",225
1313006035,"~MIX N EAT BROWN SUG",3000001190,"QUAKER INST OATML MP",223
3000001760,"QUAKER VRTY INST OAT",3000004760,"QUAKER INSTANT GRITS",223
1313006035,"~MIX N EAT BROWN SUG",3000001800,"QUAKER INST OATML PE",222
1313006057,"INST CRM OF WHT-VARI",3000002350,"KRETCHMER HONEY WHT",220
1313000612,"CREAM OF WHEAT QUICK",3000001570,"~QUAKER MAPLE OATMEA",218
1313006025,"MIX N EAT CREAM OF W",3000001570,"~QUAKER MAPLE OATMEA",218
3000001040,"QUAKER OLD FASHIONED",3000001570,"~QUAKER MAPLE OATMEA",218
3000001180,"QUICK QUAKER OATS",3000001570,"~QUAKER MAPLE OATMEA",218
3000001200,"QUICK QUAKER OATS",3000001570,"~QUAKER MAPLE OATMEA",218
3000001570,"~QUAKER MAPLE OATMEA",3000002190,"KRETSCHMER WHEAT GER",218
3000001570,"~QUAKER MAPLE OATMEA",3000007060,"QUAKER HOT OAT BRAN",218
1313000622,"CREAM OF WHEAT INSTA",3000001570,"~QUAKER MAPLE OATMEA",217
1800063070,"PILS FARINA",3000001570,"~QUAKER MAPLE OATMEA",217
3000001020,"QUAKER OATS REGULAR",3000001570,"~QUAKER MAPLE OATMEA",217
3000001340,"QUAKER OATMEAL CINNA",3000002350,"KRETCHMER HONEY WHT",217
3000001210,"QUAKER INSTANT OATME",3000001570,"~QUAKER MAPLE OATMEA",216
3000001570,"~QUAKER MAPLE OATMEA",3000004170,"QUAKER Q/W HOMINY GR",216
3000001380,"QUAKER INST OATML AP",3000001570,"~QUAKER MAPLE OATMEA",215
3000001570,"~QUAKER MAPLE OATMEA",3000001800,"QUAKER INST OATML PE",215
3000001460,"QUAKER OAT VARIETY",3000001570,"~QUAKER MAPLE OATMEA",214
3000001570,"~QUAKER MAPLE OATMEA",3000001880,"QUAKER FRUIT & CREAM",214
3000001570,"~QUAKER MAPLE OATMEA",3000004760,"QUAKER INSTANT GRITS",214
1313006035,"~MIX N EAT BROWN SUG",4240000105,"QUICK MALT O MEAL",213
3000001240,"QUAKER INST OATML RS",3000001570,"~QUAKER MAPLE OATMEA",213
3000001190,"QUAKER INST OATML MP",3000001570,"~QUAKER MAPLE OATMEA",212
1313006035,"~MIX N EAT BROWN SUG",1313006057,"INST CRM OF WHT-VARI",210
1313006035,"~MIX N EAT BROWN SUG",3000001340,"QUAKER OATMEAL CINNA",210
1313000602,"NABISCO CREAM OF WHT",3000002350,"KRETCHMER HONEY WHT",209
1313000698,"NABISCO CREAM OF RIC",3000002350,"KRETCHMER HONEY WHT",209
3000001760,"QUAKER VRTY INST OAT",3000002350,"KRETCHMER HONEY WHT",209
3000002350,"KRETCHMER HONEY WHT",3000004760,"QUAKER INSTANT GRITS",208
1313006057,"INST CRM OF WHT-VARI",3000001570,"~QUAKER MAPLE OATMEA",207
3000001570,"~QUAKER MAPLE OATMEA",3000001820,"QUAKER INSTANT STRAW",204
3000001570,"~QUAKER MAPLE OATMEA",4240000105,"QUICK MALT O MEAL",203
3000001820,"QUAKER INSTANT STRAW",3000002350,"KRETCHMER HONEY WHT",203
3000001340,"QUAKER OATMEAL CINNA",3000001570,"~QUAKER MAPLE OATMEA",202
1313006035,"~MIX N EAT BROWN SUG",3000004760,"QUAKER INSTANT GRITS",198
1313000602,"NABISCO CREAM OF WHT",3000001570,"~QUAKER MAPLE OATMEA",197
1313006035,"~MIX N EAT BROWN SUG",3000001820,"QUAKER INSTANT STRAW",194
1313000602,"NABISCO CREAM OF WHT",1313006035,"~MIX N EAT BROWN SUG",192
1313000698,"NABISCO CREAM OF RIC",1313006035,"~MIX N EAT BROWN SUG",192
1313006035,"~MIX N EAT BROWN SUG",3000001760,"QUAKER VRTY INST OAT",192
3000001570,"~QUAKER MAPLE OATMEA",3000001760,"QUAKER VRTY INST OAT",192
1313000698,"NABISCO CREAM OF RIC",3000001570,"~QUAKER MAPLE OATMEA",189
1313006025,"MIX N EAT CREAM OF W",3828125073,"DOM QUICK OATS",182
1313006025,"MIX N EAT CREAM OF W",3828125077,"DOM QUICK OATS",182
3000001040,"QUAKER OLD FASHIONED",3828125073,"DOM QUICK OATS",182
3000001040,"QUAKER OLD FASHIONED",3828125077,"DOM QUICK OATS",182
3000001200,"QUICK QUAKER OATS",3828125073,"DOM QUICK OATS",182
3000001200,"QUICK QUAKER OATS",3828125077,"DOM QUICK OATS",182
3000001020,"QUAKER OATS REGULAR",3828125073,"DOM QUICK OATS",181
3000001020,"QUAKER OATS REGULAR",3828125077,"DOM QUICK OATS",181
3000007060,"QUAKER HOT OAT BRAN",3828125073,"DOM QUICK OATS",181
3000007060,"QUAKER HOT OAT BRAN",3828125077,"DOM QUICK OATS",181
3828125073,"DOM QUICK OATS",3828125077,"DOM QUICK OATS",181
1313000612,"CREAM OF WHEAT QUICK",3828125073,"DOM QUICK OATS",180
1313000612,"CREAM OF WHEAT QUICK",3828125077,"DOM QUICK OATS",180
3000001210,"QUAKER INSTANT OATME",3828125073,"DOM QUICK OATS",180
3000001210,"QUAKER INSTANT OATME",3828125077,"DOM QUICK OATS",180
3000001380,"QUAKER INST OATML AP",3828125073,"DOM QUICK OATS",180
3000001380,"QUAKER INST OATML AP",3828125077,"DOM QUICK OATS",180
3000001570,"~QUAKER MAPLE OATMEA",3000002350,"KRETCHMER HONEY WHT",180
1800063070,"PILS FARINA",3828125073,"DOM QUICK OATS",179
1800063070,"PILS FARINA",3828125077,"DOM QUICK OATS",179
3000001240,"QUAKER INST OATML RS",3828125073,"DOM QUICK OATS",179
3000001240,"QUAKER INST OATML RS",3828125077,"DOM QUICK OATS",179
3000001880,"QUAKER FRUIT & CREAM",3828125073,"DOM QUICK OATS",179
3000001880,"QUAKER FRUIT & CREAM",3828125077,"DOM QUICK OATS",179
3000004170,"QUAKER Q/W HOMINY GR",3828125073,"DOM QUICK OATS",179
3000004170,"QUAKER Q/W HOMINY GR",3828125077,"DOM QUICK OATS",179
3000001180,"QUICK QUAKER OATS",3828125073,"DOM QUICK OATS",178
3000001180,"QUICK QUAKER OATS",3828125077,"DOM QUICK OATS",178
3000002190,"KRETSCHMER WHEAT GER",3828125073,"DOM QUICK OATS",177
3000002190,"KRETSCHMER WHEAT GER",3828125077,"DOM QUICK OATS",177
1313000622,"CREAM OF WHEAT INSTA",3828125073,"DOM QUICK OATS",176
1313000622,"CREAM OF WHEAT INSTA",3828125077,"DOM QUICK OATS",176
1313006035,"~MIX N EAT BROWN SUG",3828125073,"DOM QUICK OATS",175
1313006035,"~MIX N EAT BROWN SUG",3828125077,"DOM QUICK OATS",175
3000001460,"QUAKER OAT VARIETY",3828125073,"DOM QUICK OATS",175
3000001460,"QUAKER OAT VARIETY",3828125077,"DOM QUICK OATS",175
3000001190,"QUAKER INST OATML MP",3828125073,"DOM QUICK OATS",173
3000001190,"QUAKER INST OATML MP",3828125077,"DOM QUICK OATS",173
1313000612,"CREAM OF WHEAT QUICK",3828125098,"DOM INSTANT OATMEAL",171
1313006025,"MIX N EAT CREAM OF W",3828125081,"DOM INSTANT OATMEAL",171
1313006025,"MIX N EAT CREAM OF W",3828125098,"DOM INSTANT OATMEAL",171
1313006035,"~MIX N EAT BROWN SUG",3000002350,"KRETCHMER HONEY WHT",171
3000001040,"QUAKER OLD FASHIONED",3828125081,"DOM INSTANT OATMEAL",171
3000001040,"QUAKER OLD FASHIONED",3828125098,"DOM INSTANT OATMEAL",171
3000001200,"QUICK QUAKER OATS",3828125081,"DOM INSTANT OATMEAL",171
3000001200,"QUICK QUAKER OATS",3828125098,"DOM INSTANT OATMEAL",171
3828125073,"DOM QUICK OATS",3828125098,"DOM INSTANT OATMEAL",171
1313006025,"MIX N EAT CREAM OF W",3828125085,"DOM INSTANT OATMEAL",170
3000001020,"QUAKER OATS REGULAR",3828125081,"DOM INSTANT OATMEAL",170
3000001020,"QUAKER OATS REGULAR",3828125098,"DOM INSTANT OATMEAL",170
3000001040,"QUAKER OLD FASHIONED",3828125085,"DOM INSTANT OATMEAL",170
3000001200,"QUICK QUAKER OATS",3828125085,"DOM INSTANT OATMEAL",170
3000007060,"QUAKER HOT OAT BRAN",3828125081,"DOM INSTANT OATMEAL",170
3000007060,"QUAKER HOT OAT BRAN",3828125098,"DOM INSTANT OATMEAL",170
3828125073,"DOM QUICK OATS",3828125081,"DOM INSTANT OATMEAL",170
3828125077,"DOM QUICK OATS",3828125081,"DOM INSTANT OATMEAL",170
3828125077,"DOM QUICK OATS",3828125085,"DOM INSTANT OATMEAL",170
3828125077,"DOM QUICK OATS",3828125098,"DOM INSTANT OATMEAL",170
1313000612,"CREAM OF WHEAT QUICK",3828125081,"DOM INSTANT OATMEAL",169
3000001020,"QUAKER OATS REGULAR",3828125085,"DOM INSTANT OATMEAL",169
3000001210,"QUAKER INSTANT OATME",3828125081,"DOM INSTANT OATMEAL",169
3000001210,"QUAKER INSTANT OATME",3828125098,"DOM INSTANT OATMEAL",169
3000001380,"QUAKER INST OATML AP",3828125081,"DOM INSTANT OATMEAL",169
3000001380,"QUAKER INST OATML AP",3828125098,"DOM INSTANT OATMEAL",169
3000001460,"QUAKER OAT VARIETY",3828125098,"DOM INSTANT OATMEAL",169
3000001800,"QUAKER INST OATML PE",3828125073,"DOM QUICK OATS",169
3000001800,"QUAKER INST OATML PE",3828125077,"DOM QUICK OATS",169
3000004170,"QUAKER Q/W HOMINY GR",3828125085,"DOM INSTANT OATMEAL",169
3000007060,"QUAKER HOT OAT BRAN",3828125085,"DOM INSTANT OATMEAL",169
3828125073,"DOM QUICK OATS",3828125085,"DOM INSTANT OATMEAL",169
1313000612,"CREAM OF WHEAT QUICK",3828125085,"DOM INSTANT OATMEAL",168
1800063070,"PILS FARINA",3828125081,"DOM INSTANT OATMEAL",168
1800063070,"PILS FARINA",3828125085,"DOM INSTANT OATMEAL",168
1800063070,"PILS FARINA",3828125098,"DOM INSTANT OATMEAL",168
3000001210,"QUAKER INSTANT OATME",3828125085,"DOM INSTANT OATMEAL",168
3000001240,"QUAKER INST OATML RS",3828125081,"DOM INSTANT OATMEAL",168
3000001240,"QUAKER INST OATML RS",3828125098,"DOM INSTANT OATMEAL",168
3000001380,"QUAKER INST OATML AP",3828125085,"DOM INSTANT OATMEAL",168
3000001880,"QUAKER FRUIT & CREAM",3828125081,"DOM INSTANT OATMEAL",168
3000001880,"QUAKER FRUIT & CREAM",3828125098,"DOM INSTANT OATMEAL",168
3000004170,"QUAKER Q/W HOMINY GR",3828125081,"DOM INSTANT OATMEAL",168
3000004170,"QUAKER Q/W HOMINY GR",3828125098,"DOM INSTANT OATMEAL",168
3000001180,"QUICK QUAKER OATS",3828125081,"DOM INSTANT OATMEAL",167
3000001180,"QUICK QUAKER OATS",3828125098,"DOM INSTANT OATMEAL",167
3000001240,"QUAKER INST OATML RS",3828125085,"DOM INSTANT OATMEAL",167
3000001880,"QUAKER FRUIT & CREAM",3828125085,"DOM INSTANT OATMEAL",167
3000001180,"QUICK QUAKER OATS",3828125085,"DOM INSTANT OATMEAL",166
3000001340,"QUAKER OATMEAL CINNA",3828125073,"DOM QUICK OATS",166
3000001340,"QUAKER OATMEAL CINNA",3828125077,"DOM QUICK OATS",166
3000001460,"QUAKER OAT VARIETY",3828125081,"DOM INSTANT OATMEAL",166
3000002190,"KRETSCHMER WHEAT GER",3828125081,"DOM INSTANT OATMEAL",166
3000002190,"KRETSCHMER WHEAT GER",3828125085,"DOM INSTANT OATMEAL",166
3000002190,"KRETSCHMER WHEAT GER",3828125098,"DOM INSTANT OATMEAL",166
3828125073,"DOM QUICK OATS",4240000105,"QUICK MALT O MEAL",166
3828125077,"DOM QUICK OATS",4240000105,"QUICK MALT O MEAL",166
3828125081,"DOM INSTANT OATMEAL",3828125098,"DOM INSTANT OATMEAL",166
1313000622,"CREAM OF WHEAT INSTA",3828125081,"DOM INSTANT OATMEAL",165
1313000622,"CREAM OF WHEAT INSTA",3828125085,"DOM INSTANT OATMEAL",165
1313000622,"CREAM OF WHEAT INSTA",3828125098,"DOM INSTANT OATMEAL",165
3000001460,"QUAKER OAT VARIETY",3828125085,"DOM INSTANT OATMEAL",165
1313006035,"~MIX N EAT BROWN SUG",3828125081,"DOM INSTANT OATMEAL",164
1313006035,"~MIX N EAT BROWN SUG",3828125098,"DOM INSTANT OATMEAL",164
3828125081,"DOM INSTANT OATMEAL",3828125085,"DOM INSTANT OATMEAL",164
3828125085,"DOM INSTANT OATMEAL",3828125098,"DOM INSTANT OATMEAL",164
1313006035,"~MIX N EAT BROWN SUG",3828125085,"DOM INSTANT OATMEAL",163
3000001190,"QUAKER INST OATML MP",3828125081,"DOM INSTANT OATMEAL",162
3000001190,"QUAKER INST OATML MP",3828125098,"DOM INSTANT OATMEAL",162
3000001190,"QUAKER INST OATML MP",3828125085,"DOM INSTANT OATMEAL",161
1313006057,"INST CRM OF WHT-VARI",3828125073,"DOM QUICK OATS",160
1313006057,"INST CRM OF WHT-VARI",3828125077,"DOM QUICK OATS",160
1313000612,"CREAM OF WHEAT QUICK",3000002620,"$QUAKER KIDS CHOICE",159
1313006025,"MIX N EAT CREAM OF W",3000002620,"$QUAKER KIDS CHOICE",159
3000001040,"QUAKER OLD FASHIONED",3000002620,"$QUAKER KIDS CHOICE",159
3000001200,"QUICK QUAKER OATS",3000002620,"$QUAKER KIDS CHOICE",159
3000002620,"$QUAKER KIDS CHOICE",3000007060,"QUAKER HOT OAT BRAN",159
3000001020,"QUAKER OATS REGULAR",3000002620,"$QUAKER KIDS CHOICE",158
3000001380,"QUAKER INST OATML AP",3000002620,"$QUAKER KIDS CHOICE",158
3000001800,"QUAKER INST OATML PE",3828125081,"DOM INSTANT OATMEAL",158
3000001800,"QUAKER INST OATML PE",3828125085,"DOM INSTANT OATMEAL",158
3000001800,"QUAKER INST OATML PE",3828125098,"DOM INSTANT OATMEAL",158
3000001880,"QUAKER FRUIT & CREAM",3000002620,"$QUAKER KIDS CHOICE",158
1800063070,"PILS FARINA",3000002620,"$QUAKER KIDS CHOICE",157
3000001210,"QUAKER INSTANT OATME",3000002620,"$QUAKER KIDS CHOICE",157
3000001340,"QUAKER OATMEAL CINNA",3828125098,"DOM INSTANT OATMEAL",157
3000002190,"KRETSCHMER WHEAT GER",3000002620,"$QUAKER KIDS CHOICE",157
3000001180,"QUICK QUAKER OATS",3000002620,"$QUAKER KIDS CHOICE",156
3000001240,"QUAKER INST OATML RS",3000002620,"$QUAKER KIDS CHOICE",156
3000002620,"$QUAKER KIDS CHOICE",3000004170,"QUAKER Q/W HOMINY GR",156
3828125081,"DOM INSTANT OATMEAL",4240000105,"QUICK MALT O MEAL",156
3828125098,"DOM INSTANT OATMEAL",4240000105,"QUICK MALT O MEAL",156
3000001340,"QUAKER OATMEAL CINNA",3828125081,"DOM INSTANT OATMEAL",155
3000001460,"QUAKER OAT VARIETY",3000002620,"$QUAKER KIDS CHOICE",155
3828125085,"DOM INSTANT OATMEAL",4240000105,"QUICK MALT O MEAL",155
3000001190,"QUAKER INST OATML MP",3000002620,"$QUAKER KIDS CHOICE",154
3000001340,"QUAKER OATMEAL CINNA",3828125085,"DOM INSTANT OATMEAL",154
1313000622,"CREAM OF WHEAT INSTA",3000002620,"$QUAKER KIDS CHOICE",153
1313006035,"~MIX N EAT BROWN SUG",3000001570,"~QUAKER MAPLE OATMEA",151
1313006057,"INST CRM OF WHT-VARI",3828125081,"DOM INSTANT OATMEAL",151
1313006057,"INST CRM OF WHT-VARI",3828125098,"DOM INSTANT OATMEAL",150
3000001340,"QUAKER OATMEAL CINNA",3000002620,"$QUAKER KIDS CHOICE",150
3000001800,"QUAKER INST OATML PE",3000002620,"$QUAKER KIDS CHOICE",150
3000001820,"QUAKER INSTANT STRAW",3828125073,"DOM QUICK OATS",150
3000001820,"QUAKER INSTANT STRAW",3828125077,"DOM QUICK OATS",150
1313006057,"INST CRM OF WHT-VARI",3828125085,"DOM INSTANT OATMEAL",149
3000002620,"$QUAKER KIDS CHOICE",3828125073,"DOM QUICK OATS",147
3000004760,"QUAKER INSTANT GRITS",3828125073,"DOM QUICK OATS",147
3000004760,"QUAKER INSTANT GRITS",3828125077,"DOM QUICK OATS",147
3000002620,"$QUAKER KIDS CHOICE",3828125077,"DOM QUICK OATS",146
3000002620,"$QUAKER KIDS CHOICE",4240000105,"QUICK MALT O MEAL",146
1313000602,"NABISCO CREAM OF WHT",3828125077,"DOM QUICK OATS",145
1313000602,"NABISCO CREAM OF WHT",3828125073,"DOM QUICK OATS",144
1313000698,"NABISCO CREAM OF RIC",3828125073,"DOM QUICK OATS",143
1313000698,"NABISCO CREAM OF RIC",3828125077,"DOM QUICK OATS",143
3000001760,"QUAKER VRTY INST OAT",3828125073,"DOM QUICK OATS",143
3000001760,"QUAKER VRTY INST OAT",3828125077,"DOM QUICK OATS",143
1313006035,"~MIX N EAT BROWN SUG",3000002620,"$QUAKER KIDS CHOICE",141
3000001820,"QUAKER INSTANT STRAW",3828125098,"DOM INSTANT OATMEAL",141
1313006057,"INST CRM OF WHT-VARI",3000002620,"$QUAKER KIDS CHOICE",140
3000001820,"QUAKER INSTANT STRAW",3828125081,"DOM INSTANT OATMEAL",139
3000001820,"QUAKER INSTANT STRAW",3828125085,"DOM INSTANT OATMEAL",139
3000004760,"QUAKER INSTANT GRITS",3828125081,"DOM INSTANT OATMEAL",139
3000002620,"$QUAKER KIDS CHOICE",3828125098,"DOM INSTANT OATMEAL",138
3000004760,"QUAKER INSTANT GRITS",3828125098,"DOM INSTANT OATMEAL",137
3000001820,"QUAKER INSTANT STRAW",3000002620,"$QUAKER KIDS CHOICE",136
3000004760,"QUAKER INSTANT GRITS",3828125085,"DOM INSTANT OATMEAL",136
1313000602,"NABISCO CREAM OF WHT",3828125098,"DOM INSTANT OATMEAL",135
3000002620,"$QUAKER KIDS CHOICE",3828125081,"DOM INSTANT OATMEAL",135
3000002620,"$QUAKER KIDS CHOICE",3828125085,"DOM INSTANT OATMEAL",135
1313000698,"NABISCO CREAM OF RIC",3828125081,"DOM INSTANT OATMEAL",134
3000001760,"QUAKER VRTY INST OAT",3828125098,"DOM INSTANT OATMEAL",134
1313000602,"NABISCO CREAM OF WHT",3828125081,"DOM INSTANT OATMEAL",133
1313000602,"NABISCO CREAM OF WHT",3828125085,"DOM INSTANT OATMEAL",133
1313000698,"NABISCO CREAM OF RIC",3828125085,"DOM INSTANT OATMEAL",133
3000001760,"QUAKER VRTY INST OAT",3828125081,"DOM INSTANT OATMEAL",133
3000001760,"QUAKER VRTY INST OAT",3828125085,"DOM INSTANT OATMEAL",133
1313000602,"NABISCO CREAM OF WHT",3000002620,"$QUAKER KIDS CHOICE",132
1313000698,"NABISCO CREAM OF RIC",3828125098,"DOM INSTANT OATMEAL",132
3000001760,"QUAKER VRTY INST OAT",3000002620,"$QUAKER KIDS CHOICE",131
1313000612,"CREAM OF WHEAT QUICK",1313006053,"~MIX N EAT BROWN SUG",130
1313006053,"~MIX N EAT BROWN SUG",3000001020,"QUAKER OATS REGULAR",130
1313006053,"~MIX N EAT BROWN SUG",3000001040,"QUAKER OLD FASHIONED",130
1313006053,"~MIX N EAT BROWN SUG",3000001190,"QUAKER INST OATML MP",130
1313006053,"~MIX N EAT BROWN SUG",3000001200,"QUICK QUAKER OATS",130
1313006053,"~MIX N EAT BROWN SUG",3000001240,"QUAKER INST OATML RS",130
1313006053,"~MIX N EAT BROWN SUG",3000001380,"QUAKER INST OATML AP",130
1313006025,"MIX N EAT CREAM OF W",1313006053,"~MIX N EAT BROWN SUG",129
1313006053,"~MIX N EAT BROWN SUG",3000004170,"QUAKER Q/W HOMINY GR",129
1313006053,"~MIX N EAT BROWN SUG",3000007060,"QUAKER HOT OAT BRAN",129
1313006053,"~MIX N EAT BROWN SUG",1800063070,"PILS FARINA",128
1313006053,"~MIX N EAT BROWN SUG",3000001210,"QUAKER INSTANT OATME",128
1313006053,"~MIX N EAT BROWN SUG",3000001460,"QUAKER OAT VARIETY",128
1313006053,"~MIX N EAT BROWN SUG",3000001880,"QUAKER FRUIT & CREAM",128
1313006053,"~MIX N EAT BROWN SUG",3000002190,"KRETSCHMER WHEAT GER",127
3000002620,"$QUAKER KIDS CHOICE",3000004760,"QUAKER INSTANT GRITS",127
1313000622,"CREAM OF WHEAT INSTA",1313006053,"~MIX N EAT BROWN SUG",126
1313006053,"~MIX N EAT BROWN SUG",3000001180,"QUICK QUAKER OATS",126
1313006053,"~MIX N EAT BROWN SUG",3000001340,"QUAKER OATMEAL CINNA",125
1313006053,"~MIX N EAT BROWN SUG",3000001760,"QUAKER VRTY INST OAT",125
1313000698,"NABISCO CREAM OF RIC",3000002620,"$QUAKER KIDS CHOICE",124
1313006053,"~MIX N EAT BROWN SUG",3000001800,"QUAKER INST OATML PE",124
1313006053,"~MIX N EAT BROWN SUG",4240000105,"QUICK MALT O MEAL",122
3000002350,"KRETCHMER HONEY WHT",3828125073,"DOM QUICK OATS",121
3000002350,"KRETCHMER HONEY WHT",3828125077,"DOM QUICK OATS",121
1313000698,"NABISCO CREAM OF RIC",1313006053,"~MIX N EAT BROWN SUG",118
3000002350,"KRETCHMER HONEY WHT",3828125098,"DOM INSTANT OATMEAL",118
3000002350,"KRETCHMER HONEY WHT",3828125081,"DOM INSTANT OATMEAL",117
3000002350,"KRETCHMER HONEY WHT",3828125085,"DOM INSTANT OATMEAL",117
1313000612,"CREAM OF WHEAT QUICK",3000001580,"QUAKER APPLE CINAMON",115
1313000622,"CREAM OF WHEAT INSTA",3000001580,"QUAKER APPLE CINAMON",115
1313006053,"~MIX N EAT BROWN SUG",1313006057,"INST CRM OF WHT-VARI",115
1800063070,"PILS FARINA",3000001580,"QUAKER APPLE CINAMON",115
3000001020,"QUAKER OATS REGULAR",3000001580,"QUAKER APPLE CINAMON",115
3000001040,"QUAKER OLD FASHIONED",3000001580,"QUAKER APPLE CINAMON",115
3000001180,"QUICK QUAKER OATS",3000001580,"QUAKER APPLE CINAMON",115
3000001190,"QUAKER INST OATML MP",3000001580,"QUAKER APPLE CINAMON",115
3000001200,"QUICK QUAKER OATS",3000001580,"QUAKER APPLE CINAMON",115
3000001210,"QUAKER INSTANT OATME",3000001580,"QUAKER APPLE CINAMON",115
3000001580,"QUAKER APPLE CINAMON",3000002190,"KRETSCHMER WHEAT GER",115
3000001580,"QUAKER APPLE CINAMON",3000004170,"QUAKER Q/W HOMINY GR",115
3000001580,"QUAKER APPLE CINAMON",3000007060,"QUAKER HOT OAT BRAN",115
1313006025,"MIX N EAT CREAM OF W",3000001580,"QUAKER APPLE CINAMON",114
3000001240,"QUAKER INST OATML RS",3000001580,"QUAKER APPLE CINAMON",114
3000001460,"QUAKER OAT VARIETY",3000001580,"QUAKER APPLE CINAMON",114
3000001580,"QUAKER APPLE CINAMON",3000001880,"QUAKER FRUIT & CREAM",114
3000001580,"QUAKER APPLE CINAMON",4240000105,"QUICK MALT O MEAL",114
1313000602,"NABISCO CREAM OF WHT",3000001580,"QUAKER APPLE CINAMON",113
1313006057,"INST CRM OF WHT-VARI",3000001580,"QUAKER APPLE CINAMON",113
3000001380,"QUAKER INST OATML AP",3000001580,"QUAKER APPLE CINAMON",113
1313000698,"NABISCO CREAM OF RIC",3000001580,"QUAKER APPLE CINAMON",112
3000001580,"QUAKER APPLE CINAMON",3000001800,"QUAKER INST OATML PE",112
3000001580,"QUAKER APPLE CINAMON",3000002350,"KRETCHMER HONEY WHT",112
3000001580,"QUAKER APPLE CINAMON",3000004760,"QUAKER INSTANT GRITS",112
3000001340,"QUAKER OATMEAL CINNA",3000001580,"QUAKER APPLE CINAMON",111
3000001580,"QUAKER APPLE CINAMON",3000001760,"QUAKER VRTY INST OAT",111
1313000602,"NABISCO CREAM OF WHT",1313006053,"~MIX N EAT BROWN SUG",110
3000001570,"~QUAKER MAPLE OATMEA",3000001580,"QUAKER APPLE CINAMON",110
3000001580,"QUAKER APPLE CINAMON",3000001820,"QUAKER INSTANT STRAW",110
1313006053,"~MIX N EAT BROWN SUG",3000002350,"KRETCHMER HONEY WHT",108
1313006053,"~MIX N EAT BROWN SUG",3000001820,"QUAKER INSTANT STRAW",106
3000002350,"KRETCHMER HONEY WHT",3000002620,"$QUAKER KIDS CHOICE",104
1313000612,"CREAM OF WHEAT QUICK",3000003790,"QUAKER INSTANT GRITS",102
1313000622,"CREAM OF WHEAT INSTA",3000003790,"QUAKER INSTANT GRITS",102
3000001020,"QUAKER OATS REGULAR",3000003790,"QUAKER INSTANT GRITS",102
3000001040,"QUAKER OLD FASHIONED",3000003790,"QUAKER INSTANT GRITS",102
3000001180,"QUICK QUAKER OATS",3000003790,"QUAKER INSTANT GRITS",102
