"category","STORE","n_weeks","n_menus","n_upcs","n_effective_upc","n_upcs_always","n_upcs_95pct","n_menus_nitem","n_nitems","n_nitems_always","n_nitems_95pct"
"CannedTuna",44,366,54,229,89,17,19,45,182,23,23
"CannedTuna",45,351,44,191,66,44,44,36,152,56,57
"CannedTuna",47,365,59,232,97,17,19,48,180,20,22
"CannedTuna",48,370,51,213,90,18,20,42,166,22,23
"CannedTuna",49,347,40,192,65,45,46,34,153,57,59
"CannedTuna",50,265,31,168,52,43,60,26,135,53,69
"CannedTuna",51,359,55,229,97,18,20,50,180,20,22
"CannedTuna",52,368,58,235,100,17,20,50,184,18,22
"CannedTuna",53,372,48,225,86,19,22,42,177,20,25
"CannedTuna",54,371,55,226,92,16,18,47,178,18,21
"CannedTuna",56,371,63,227,101,13,15,51,177,18,19
"CannedTuna",59,369,57,230,98,16,18,50,178,21,23
"CannedTuna",62,373,56,230,98,16,18,50,181,20,25
"CannedTuna",64,337,40,190,63,42,42,33,150,54,54
"CannedTuna",67,355,54,232,98,16,16,48,181,18,18
"CannedTuna",68,368,50,223,95,15,18,46,176,17,21
"CannedTuna",70,367,55,226,92,14,14,47,182,19,19
"CannedTuna",71,369,60,230,102,17,17,52,183,18,18
"CannedTuna",72,372,58,226,90,13,13,50,176,17,17
"CannedTuna",73,371,53,227,90,21,21,45,182,22,24
"CannedTuna",74,370,53,234,92,19,20,50,183,25,26
"CannedTuna",75,368,59,233,99,17,17,50,183,18,20
"CannedTuna",76,373,60,231,102,16,19,51,180,19,23
"CannedTuna",77,373,58,236,99,16,17,50,185,18,19
"CannedTuna",78,372,53,227,96,17,20,48,180,21,25
"CannedTuna",80,372,60,234,89,20,21,50,184,24,25
"CannedTuna",81,368,55,229,90,16,17,47,180,22,24
"CannedTuna",83,373,57,229,95,14,15,49,178,20,20
"CannedTuna",84,372,63,236,112,13,17,52,182,16,21
"CannedTuna",86,370,55,222,87,18,18,48,176,20,22
"CannedTuna",88,369,52,228,94,19,21,48,179,20,24
"CannedTuna",89,366,59,223,96,10,12,51,177,16,17
"CannedTuna",90,370,62,222,96,12,14,49,177,19,23
"CannedTuna",91,371,59,229,105,14,16,52,180,17,18
"CannedTuna",92,368,52,220,88,17,17,45,171,24,24
"CannedTuna",93,358,52,232,94,15,15,46,181,19,19
"CannedTuna",94,364,55,230,84,19,20,48,179,21,22
"CannedTuna",95,367,58,226,112,1,20,50,177,4,22
"CannedTuna",97,299,28,167,45,49,49,25,134,61,61
"CannedTuna",98,367,54,233,90,19,19,47,186,22,23
"CannedTuna",100,364,60,224,95,15,16,48,176,18,21
"CannedTuna",101,373,56,230,90,17,18,45,179,20,20
"CannedTuna",102,365,54,227,91,15,16,45,181,19,19
"CannedTuna",103,370,56,229,97,13,15,48,178,18,21
"CannedTuna",104,363,53,227,93,18,19,45,179,19,20
"CannedTuna",105,369,55,225,95,15,19,45,176,19,21
"CannedTuna",106,366,61,222,95,17,19,50,177,20,22
"CannedTuna",107,366,55,228,91,14,16,47,180,18,20
"CannedTuna",109,368,59,245,99,21,22,52,194,26,26
"CannedTuna",110,366,52,226,88,18,20,47,177,20,23
"CannedTuna",111,373,56,215,91,15,15,46,170,17,17
"CannedTuna",112,370,52,240,90,20,23,45,185,23,28
"CannedTuna",113,369,49,227,92,16,18,45,180,19,22
"CannedTuna",114,369,55,227,90,15,17,46,177,20,21
"CannedTuna",115,369,60,234,97,19,21,54,189,22,24
"CannedTuna",116,367,54,230,96,14,14,45,180,17,19
"CannedTuna",117,366,49,216,88,13,14,43,167,18,19
"CannedTuna",118,347,47,196,70,45,46,40,152,57,58
"CannedTuna",119,368,52,231,84,17,20,47,184,20,22
"CannedTuna",121,370,57,236,94,16,20,48,186,22,25
"CannedTuna",122,370,59,237,98,18,18,49,188,21,23
"CannedTuna",123,365,54,228,83,20,21,47,179,21,25
"CannedTuna",124,360,63,229,96,13,16,53,179,18,21
"CannedTuna",126,366,58,240,100,21,26,52,190,25,31
"CannedTuna",128,367,60,228,97,19,21,49,180,24,26
"CannedTuna",129,347,55,226,88,17,19,46,185,21,22
"CannedTuna",130,332,58,211,96,14,14,48,174,18,18
"CannedTuna",131,365,55,235,92,16,16,50,185,18,20
"CannedTuna",132,371,53,226,90,16,16,46,181,21,21
"CannedTuna",133,301,44,186,66,23,25,39,168,29,31
"CannedTuna",134,308,53,205,75,21,22,49,173,24,25
"CannedTuna",135,40,7,114,7,46,46,7,112,46,46
"CannedTuna",136,301,44,191,66,25,26,38,168,31,32
"CannedTuna",137,314,56,220,84,17,18,50,180,25,26
"CannedTuna",139,220,38,174,50,29,30,32,157,33,34
"CannedTuna",140,32,5,105,5,23,23,5,105,23,23
"CannedTuna",141,28,5,110,5,45,45,5,110,45,45
"CannedTuna",142,32,5,107,5,26,26,5,107,26,26
"CannedTuna",143,36,6,115,6,47,47,6,114,47,47
"CannedTuna",144,36,5,111,5,46,46,5,111,46,46
"CannedTuna",146,22,5,108,5,96,96,5,108,96,96
"Cereal",2,359,71,405,127,88,88,62,331,98,98
"Cereal",5,362,67,394,132,90,92,61,330,106,108
"Cereal",8,362,76,428,148,92,92,70,353,106,106
"Cereal",9,359,76,410,143,86,87,68,332,98,100
"Cereal",12,361,78,426,144,92,95,66,349,105,108
"Cereal",14,361,73,418,139,87,88,68,341,103,104
"Cereal",18,358,73,401,145,91,91,69,327,104,104
"Cereal",21,363,74,430,139,89,92,69,353,104,108
"Cereal",28,362,71,409,136,85,87,68,336,96,99
"Cereal",32,356,79,428,153,93,94,73,351,107,108
"Cereal",33,362,73,396,144,77,81,68,327,89,93
"Cereal",40,353,75,419,138,91,94,69,344,102,106
"Cereal",44,358,73,423,131,93,93,66,349,108,108
"Cereal",45,337,52,338,104,95,96,49,304,100,101
"Cereal",47,357,75,426,146,87,88,67,347,102,103
"Cereal",48,362,69,384,128,82,83,62,322,97,98
"Cereal",49,333,53,334,100,92,93,51,300,99,100
"Cereal",50,265,36,290,67,79,107,34,264,84,112
"Cereal",51,351,73,415,138,89,89,70,342,102,103
"Cereal",52,360,75,428,148,95,98,71,351,110,114
"Cereal",53,364,73,415,140,85,87,70,339,100,102
"Cereal",54,363,79,439,162,87,88,73,361,100,102
"Cereal",56,363,76,425,141,89,92,68,350,104,107
"Cereal",59,361,73,431,145,96,96,67,354,107,107
"Cereal",62,365,75,423,150,91,94,69,346,105,109
"Cereal",64,323,53,328,93,96,97,49,295,101,102
"Cereal",67,347,74,413,134,92,95,66,337,103,106
"Cereal",68,360,78,417,156,88,90,75,341,99,102
"Cereal",70,359,77,418,148,92,93,69,344,107,108
"Cereal",71,361,71,428,140,92,92,66,351,105,106
"Cereal",72,364,72,417,139,84,85,67,341,97,99
"Cereal",73,363,72,425,137,91,92,67,348,104,105
"Cereal",74,362,74,429,135,98,99,66,354,112,114
"Cereal",75,360,73,424,138,91,93,69,348,102,104
"Cereal",76,365,72,427,146,93,95,67,350,106,108
"Cereal",77,365,72,418,131,84,88,65,341,98,106
"Cereal",78,364,73,423,147,86,88,70,347,99,101
"Cereal",80,364,75,431,145,96,98,69,353,106,108
"Cereal",81,360,75,425,151,91,94,69,351,103,107
"Cereal",83,365,74,433,138,89,92,68,357,105,109
"Cereal",84,364,75,426,142,93,94,67,346,107,108
"Cereal",86,362,76,426,143,90,92,71,349,104,106
"Cereal",88,361,73,417,142,85,88,67,340,99,102
"Cereal",89,358,74,407,137,86,87,68,336,100,101
"Cereal",90,362,76,394,140,90,93,72,323,101,106
"Cereal",91,363,74,425,141,90,92,65,347,103,108
"Cereal",92,360,68,390,142,91,92,58,328,106,108
"Cereal",93,350,71,417,140,88,90,68,342,98,101
"Cereal",94,356,78,426,141,91,92,72,350,104,105
"Cereal",95,359,77,402,153,1,88,70,330,4,100
"Cereal",97,287,42,306,72,107,108,41,278,113,114
"Cereal",98,359,72,431,137,100,102,68,354,112,115
"Cereal",100,356,73,414,137,89,91,64,340,104,108
"Cereal",101,365,78,420,138,94,97,75,345,108,111
"Cereal",102,357,75,425,138,94,96,68,349,109,111
"Cereal",103,362,77,426,150,94,94,72,350,107,108
"Cereal",104,355,74,437,141,100,102,66,361,109,112
"Cereal",105,361,76,420,145,92,95,68,345,105,109
"Cereal",106,358,71,424,133,93,94,65,348,108,110
"Cereal",107,358,76,422,136,94,94,68,347,106,106
"Cereal",109,360,76,427,145,97,98,72,351,111,113
"Cereal",110,358,74,420,146,95,96,71,344,112,115
"Cereal",111,365,78,400,136,90,94,71,329,103,107
"Cereal",112,362,74,426,135,97,98,70,351,111,113
"Cereal",113,361,75,426,146,93,93,72,348,107,108
"Cereal",114,361,72,412,128,92,92,67,338,106,107
"Cereal",115,361,75,425,148,94,95,66,347,108,109
"Cereal",116,359,72,415,141,87,89,66,341,98,101
"Cereal",117,358,67,368,137,83,86,62,313,97,99
"Cereal",118,333,57,322,101,94,94,55,293,99,99
"Cereal",119,360,73,418,137,94,94,69,342,110,110
"Cereal",121,362,73,431,140,97,99,69,355,113,116
"Cereal",122,362,79,433,150,91,92,72,356,102,103
"Cereal",123,357,76,422,140,88,93,66,347,102,108
"Cereal",124,352,73,422,142,86,91,62,346,99,104
"Cereal",126,358,77,442,148,97,98,72,364,116,117
"Cereal",128,359,76,428,144,85,89,68,349,98,103
"Cereal",129,339,74,420,147,96,97,66,348,113,114
"Cereal",130,324,74,393,141,93,101,65,326,104,113
"Cereal",131,357,77,435,145,94,94,69,359,108,108
"Cereal",132,363,74,443,144,94,94,69,366,108,109
"Cereal",133,293,65,351,104,104,108,60,293,119,124
"Cereal",134,300,69,392,132,95,96,62,329,109,110
"Cereal",135,46,13,210,13,171,171,12,198,171,171
"Cereal",136,293,69,367,112,106,110,67,306,121,126
"Cereal",137,306,71,391,130,96,98,67,326,114,116
"Cereal",139,212,58,324,84,104,104,51,275,121,122
"Cereal",140,36,12,201,12,157,157,11,190,157,157
"Cereal",141,32,10,202,10,173,173,9,191,172,172
"Cereal",142,36,9,199,9,162,162,9,188,162,162
"Cereal",143,42,14,210,14,171,171,12,198,170,170
"Cereal",144,42,14,211,14,170,170,10,199,170,170
"Cereal",146,28,8,188,8,166,166,8,178,165,165
"Cheese",2,385,79,526,157,117,117,72,461,130,130
"Cheese",5,388,68,506,143,121,121,65,445,134,134
"Cheese",8,388,80,546,155,118,118,73,476,132,132
"Cheese",9,385,82,546,160,119,120,77,484,134,135
"Cheese",12,387,80,544,158,121,121,73,477,134,134
"Cheese",14,387,78,533,153,121,122,68,464,134,135
"Cheese",18,384,76,526,156,120,120,68,460,133,133
"Cheese",21,389,79,539,164,119,119,73,471,132,132
"Cheese",28,388,83,530,147,121,122,74,463,134,135
"Cheese",32,382,78,527,150,119,119,72,460,132,132
"Cheese",33,388,78,525,161,117,118,73,460,129,131
"Cheese",40,379,83,534,166,116,116,75,466,129,129
"Cheese",44,384,79,537,157,121,121,74,469,135,135
"Cheese",45,363,53,439,103,121,121,45,388,134,134
"Cheese",47,383,81,532,168,119,119,74,464,133,133
"Cheese",48,388,68,495,140,120,121,59,432,133,134
"Cheese",49,359,56,447,110,121,121,48,395,133,133
"Cheese",50,265,41,378,81,121,150,39,356,123,150
"Cheese",51,377,82,536,163,116,117,76,470,129,130
"Cheese",52,386,83,576,150,121,121,77,504,136,136
"Cheese",53,390,83,578,157,119,119,79,512,132,132
"Cheese",54,389,80,546,157,120,120,72,476,133,133
"Cheese",56,389,77,525,148,118,118,72,462,131,131
"Cheese",59,387,80,534,165,122,122,75,471,134,135
"Cheese",62,391,79,545,154,120,120,72,477,134,134
"Cheese",64,349,55,445,117,116,116,50,391,126,126
"Cheese",67,373,81,525,153,119,119,74,461,131,132
"Cheese",68,386,80,528,157,117,117,72,462,130,130
"Cheese",70,385,83,527,161,119,119,74,462,133,133
"Cheese",71,387,77,532,158,117,117,71,464,131,131
"Cheese",72,390,81,565,164,119,120,72,495,132,133
"Cheese",73,389,79,529,156,118,118,73,463,131,131
"Cheese",74,388,80,532,154,119,119,71,464,132,132
"Cheese",75,386,84,542,164,119,120,80,474,132,133
"Cheese",76,391,79,528,147,120,120,72,462,133,133
"Cheese",77,391,75,537,142,120,121,68,470,134,136
"Cheese",78,390,79,533,154,117,118,72,464,129,131
"Cheese",80,390,76,551,150,123,123,70,479,135,136
"Cheese",81,386,79,534,157,120,121,71,467,134,135
"Cheese",83,391,78,532,154,121,121,70,463,134,134
"Cheese",84,390,79,540,151,119,119,71,465,132,132
"Cheese",86,388,79,537,158,119,120,74,470,132,133
"Cheese",88,387,85,531,163,117,117,80,461,130,130
"Cheese",89,384,84,514,170,115,116,75,452,129,130
"Cheese",90,388,79,517,164,117,117,71,454,130,130
"Cheese",91,389,74,534,155,117,117,68,468,130,130
"Cheese",92,386,75,530,159,114,114,67,464,127,127
"Cheese",93,376,76,541,150,121,121,70,473,134,135
"Cheese",94,382,77,521,155,117,117,71,456,130,131
"Cheese",95,385,79,521,179,1,119,73,456,1,133
"Cheese",97,305,41,403,90,134,134,39,371,139,139
"Cheese",98,385,81,537,166,117,119,75,471,130,134
"Cheese",100,382,77,515,151,119,119,68,455,133,133
"Cheese",101,391,79,551,148,124,124,72,485,137,139
"Cheese",102,383,76,532,154,117,117,70,465,131,132
"Cheese",103,388,80,526,154,121,121,77,462,134,136
"Cheese",104,381,77,548,157,121,121,72,478,135,136
"Cheese",105,387,82,543,163,117,118,78,479,131,132
"Cheese",106,384,85,530,169,118,120,79,467,132,134
"Cheese",107,384,79,534,158,122,122,71,471,138,139
"Cheese",109,386,76,569,165,121,123,70,500,135,137
"Cheese",110,384,87,540,162,122,122,78,470,136,136
"Cheese",111,391,79,519,164,114,115,75,453,126,128
"Cheese",112,388,82,598,172,122,122,78,532,137,138
"Cheese",113,387,80,533,158,119,121,73,467,133,137
"Cheese",114,387,81,526,160,118,118,73,464,131,131
"Cheese",115,387,82,533,164,122,122,76,468,136,138
"Cheese",116,385,80,528,153,121,121,71,463,133,134
"Cheese",117,384,72,495,145,121,121,65,438,135,135
"Cheese",118,359,52,446,104,122,123,46,396,137,138
"Cheese",119,386,79,538,149,122,122,70,472,136,137
"Cheese",121,388,78,543,161,122,122,70,477,136,137
"Cheese",122,388,75,564,163,123,124,69,494,138,140
"Cheese",123,383,81,531,158,118,119,74,463,133,134
"Cheese",124,378,84,534,167,121,122,80,467,134,135
"Cheese",126,384,81,554,169,121,122,74,481,136,136
"Cheese",128,385,82,561,166,120,120,73,492,133,133
"Cheese",129,365,80,538,161,123,123,73,473,137,138
"Cheese",130,350,80,505,155,115,115,77,445,129,129
"Cheese",131,383,82,561,162,123,123,76,492,138,138
"Cheese",132,389,80,575,169,119,120,75,502,134,135
"Cheese",133,319,64,492,111,144,144,55,436,159,159
"Cheese",134,326,77,516,146,133,133,69,453,149,149
"Cheese",135,52,13,287,13,253,253,13,285,252,252
"Cheese",136,319,72,519,123,133,134,67,460,148,149
"Cheese",137,332,76,528,145,130,130,70,466,146,146
"Cheese",139,238,63,449,109,142,159,57,394,159,176
"Cheese",140,38,10,277,10,217,217,10,275,216,216
"Cheese",141,34,9,276,9,248,248,9,274,246,246
"Cheese",142,38,10,275,10,216,216,10,273,216,216
"Cheese",143,48,13,287,13,251,251,13,285,250,250
"Cheese",144,48,12,291,12,249,249,12,287,248,248
"Cheese",146,28,6,266,6,245,245,6,264,243,243
"Cigarettes",2,391,75,394,114,20,22,21,37,2,3
"Cigarettes",5,394,76,556,138,50,52,20,42,6,6
"Cigarettes",8,394,71,417,132,23,30,23,38,3,3
"Cigarettes",9,391,86,487,155,20,26,26,37,2,4
"Cigarettes",12,393,73,317,122,21,26,15,29,3,3
"Cigarettes",14,393,74,441,108,43,43,24,34,4,4
"Cigarettes",18,390,81,447,158,0,2,24,39,0,3
"Cigarettes",21,395,79,603,145,48,50,25,46,5,5
"Cigarettes",28,394,89,499,150,33,39,31,40,3,4
"Cigarettes",32,388,74,545,148,47,49,19,42,5,5
"Cigarettes",33,394,69,290,97,14,15,15,27,2,2
"Cigarettes",40,385,65,517,110,49,53,14,39,6,7
"Cigarettes",44,390,71,464,102,53,55,15,41,4,4
"Cigarettes",45,370,59,520,105,36,36,17,40,3,3
"Cigarettes",47,389,88,529,145,34,38,27,46,3,4
"Cigarettes",48,394,76,549,142,45,49,19,42,7,7
"Cigarettes",49,366,57,480,118,24,25,19,42,4,4
"Cigarettes",50,269,32,417,57,9,62,14,37,3,6
"Cigarettes",51,383,82,515,146,36,38,28,43,4,4
"Cigarettes",52,392,68,493,108,54,58,15,43,7,8
"Cigarettes",53,396,67,243,94,2,3,18,29,2,2
"Cigarettes",54,395,77,586,148,49,51,22,46,6,7
"Cigarettes",56,395,76,565,135,41,44,26,46,4,4
"Cigarettes",59,393,79,596,134,53,54,16,44,4,5
"Cigarettes",62,397,81,517,130,48,50,23,42,4,4
"Cigarettes",64,356,57,458,101,11,13,16,40,3,3
"Cigarettes",67,379,63,337,90,30,35,14,29,2,2
"Cigarettes",68,392,70,203,93,6,9,10,22,2,2
"Cigarettes",70,391,70,570,121,48,49,21,50,8,8
"Cigarettes",71,393,77,515,150,31,36,23,46,3,3
"Cigarettes",72,396,82,399,128,14,16,19,34,2,3
"Cigarettes",73,395,48,146,53,1,1,17,22,1,1
"Cigarettes",74,394,82,427,146,8,9,27,43,3,3
"Cigarettes",75,392,66,314,97,27,28,17,29,2,3
"Cigarettes",76,397,57,178,76,5,7,15,28,2,2
"Cigarettes",77,397,76,550,112,57,59,19,41,7,7
"Cigarettes",78,396,84,561,152,44,49,20,44,6,6
"Cigarettes",80,396,82,610,144,54,58,21,43,7,7
"Cigarettes",81,392,80,497,129,48,50,21,43,4,4
"Cigarettes",83,397,76,542,142,31,34,29,50,4,5
"Cigarettes",84,396,69,515,108,53,54,19,43,7,7
"Cigarettes",86,394,82,379,141,23,30,27,35,3,3
"Cigarettes",88,393,85,552,137,42,43,19,44,4,4
"Cigarettes",89,390,51,171,68,1,2,12,26,2,2
"Cigarettes",90,394,43,148,51,0,0,11,15,0,0
"Cigarettes",91,395,81,477,134,15,19,16,38,3,3
"Cigarettes",92,392,71,387,125,12,16,23,33,2,3
"Cigarettes",93,382,75,351,118,18,23,25,32,3,3
"Cigarettes",94,388,75,543,122,54,57,20,48,8,8
"Cigarettes",95,391,77,415,134,17,22,25,34,3,3
"Cigarettes",97,317,32,452,52,46,46,11,40,8,8
"Cigarettes",98,391,81,432,147,6,9,16,38,2,3
"Cigarettes",100,388,86,446,161,21,24,28,42,3,3
"Cigarettes",101,397,89,568,166,49,54,30,47,4,4
"Cigarettes",102,389,74,505,138,34,37,28,43,2,2
"Cigarettes",103,394,81,538,149,28,39,19,51,8,9
"Cigarettes",104,387,81,532,133,47,48,23,44,3,4
"Cigarettes",105,393,79,552,146,26,30,22,45,4,4
"Cigarettes",106,390,77,498,119,41,44,25,47,4,4
"Cigarettes",107,390,84,574,159,48,51,29,49,5,5
"Cigarettes",109,392,81,535,133,44,48,21,45,5,5
"Cigarettes",110,390,85,557,147,50,54,29,48,4,4
"Cigarettes",111,267,8,26,8,3,3,5,8,3,3
"Cigarettes",112,394,70,558,125,62,67,20,49,8,9
"Cigarettes",113,393,75,281,107,13,17,19,31,2,2
"Cigarettes",114,393,88,425,154,8,10,22,40,3,3
"Cigarettes",115,393,84,559,151,42,47,25,56,7,7
"Cigarettes",116,391,80,546,140,43,43,25,48,4,4
"Cigarettes",117,390,71,573,134,47,48,20,43,6,7
"Cigarettes",118,366,59,414,111,19,20,14,33,4,4
"Cigarettes",119,392,83,575,145,53,56,22,46,6,6
"Cigarettes",121,394,81,558,146,48,49,27,50,4,4
"Cigarettes",122,394,82,622,152,60,63,23,53,7,8
"Cigarettes",123,389,76,297,111,12,13,16,27,3,3
"Cigarettes",124,384,74,274,114,12,14,18,30,2,2
"Cigarettes",126,390,87,577,159,41,47,31,51,5,6
"Cigarettes",128,391,78,444,121,26,29,25,46,4,5
"Cigarettes",129,371,84,580,150,53,59,19,53,8,8
"Cigarettes",130,356,40,99,43,0,0,14,21,0,0
"Cigarettes",131,389,84,628,151,62,64,21,51,8,8
"Cigarettes",132,395,87,580,163,43,47,19,46,7,7
"Cigarettes",133,325,77,543,122,109,112,25,49,10,10
"Cigarettes",134,332,78,576,122,113,115,24,55,11,11
"Cigarettes",135,48,18,376,19,94,94,8,34,11,11
"Cigarettes",136,325,70,575,122,122,124,18,50,13,13
"Cigarettes",137,338,69,435,95,90,95,20,40,6,7
"Cigarettes",139,244,62,508,96,98,122,18,45,9,12
"Cigarettes",140,38,16,277,15,19,19,7,27,6,6
"Cigarettes",141,34,15,278,16,85,85,6,24,7,7
"Cigarettes",142,38,16,300,17,30,30,7,26,6,6
"Cigarettes",143,44,17,350,19,79,107,8,33,7,11
"Cigarettes",144,44,15,335,17,76,90,6,26,10,11
"Cigarettes",146,31,14,271,15,41,41,5,30,7,7
"Cookies",2,381,94,878,256,106,108,93,768,111,114
"Cookies",5,384,77,849,237,101,103,76,752,104,107
"Cookies",8,384,89,906,252,103,103,88,793,107,109
"Cookies",9,381,93,915,268,104,105,89,798,109,112
"Cookies",12,383,93,915,278,101,102,92,800,105,109
"Cookies",14,383,91,913,266,105,106,90,799,110,114
"Cookies",18,380,90,924,278,104,106,90,806,110,114
"Cookies",21,385,90,912,271,103,105,88,798,109,113
"Cookies",28,384,92,898,267,102,105,91,785,107,111
"Cookies",32,378,91,922,283,106,109,89,806,111,117
"Cookies",33,384,91,802,250,99,102,90,698,103,108
"Cookies",40,375,88,894,260,101,102,88,778,105,107
"Cookies",44,380,89,964,258,107,108,89,846,112,114
"Cookies",45,360,62,763,210,110,110,61,682,118,120
"Cookies",47,379,91,917,267,107,109,88,797,114,117
"Cookies",48,384,75,807,233,102,104,72,715,106,110
"Cookies",49,356,62,761,196,111,111,62,681,118,119
"Cookies",50,257,41,602,126,157,157,41,559,165,166
"Cookies",51,373,92,890,267,104,105,91,779,110,111
"Cookies",52,382,91,954,281,103,105,88,832,108,111
"Cookies",53,386,91,878,270,101,103,90,767,107,111
"Cookies",54,385,89,879,255,104,106,86,770,109,113
"Cookies",56,385,91,908,258,104,105,88,798,109,112
"Cookies",59,383,92,927,266,101,103,89,811,107,110
"Cookies",62,387,84,920,258,105,107,83,802,111,114
"Cookies",64,346,60,740,199,108,108,59,658,115,117
"Cookies",67,369,90,929,274,104,106,88,812,109,112
"Cookies",68,382,91,884,268,102,105,90,778,107,112
"Cookies",70,381,92,934,285,101,103,92,818,107,110
"Cookies",71,383,91,924,265,102,105,90,807,108,113
"Cookies",72,386,87,907,270,102,103,87,796,108,110
"Cookies",73,385,89,916,263,103,105,87,805,107,112
"Cookies",74,384,85,916,264,111,113,84,802,116,121
"Cookies",75,382,93,898,276,101,103,93,779,106,110
"Cookies",76,387,92,897,258,101,106,90,783,105,112
"Cookies",77,387,83,897,249,105,106,82,791,108,111
"Cookies",78,386,88,910,264,105,107,85,794,112,115
"Cookies",80,386,91,910,257,103,103,89,799,108,109
"Cookies",81,382,89,938,265,103,104,89,820,108,110
"Cookies",83,387,92,900,252,101,102,91,794,107,109
"Cookies",84,386,93,920,283,102,103,90,806,108,110
"Cookies",86,384,95,898,266,108,110,93,787,113,117
"Cookies",88,383,88,891,274,103,104,88,777,108,111
"Cookies",89,380,92,890,275,99,101,92,785,104,108
"Cookies",90,384,96,891,295,100,104,93,782,104,109
"Cookies",91,385,87,918,259,102,104,87,800,108,111
"Cookies",92,382,83,844,249,105,108,80,746,110,114
"Cookies",93,372,94,907,277,102,104,94,799,107,110
"Cookies",94,378,90,909,273,101,105,87,793,107,114
"Cookies",95,381,89,878,306,3,107,86,771,4,114
"Cookies",97,307,46,632,139,134,135,45,581,140,143
"Cookies",98,381,93,945,266,108,109,92,826,113,115
"Cookies",100,378,90,915,255,102,103,90,799,107,109
"Cookies",101,387,92,953,266,104,108,92,824,110,116
"Cookies",102,379,88,927,255,103,104,88,814,108,111
"Cookies",103,384,88,925,267,104,105,88,810,110,114
"Cookies",104,377,92,926,268,103,104,91,812,108,111
"Cookies",105,383,95,924,277,102,104,92,805,106,109
"Cookies",106,380,91,903,254,101,105,91,789,107,113
"Cookies",107,380,91,959,269,105,106,90,845,111,113
"Cookies",109,382,91,977,290,105,109,90,857,110,115
"Cookies",110,380,92,903,262,101,104,91,794,106,111
"Cookies",111,387,94,862,261,96,98,91,750,101,103
"Cookies",112,384,96,955,282,104,110,92,834,110,118
"Cookies",113,383,89,927,255,106,108,87,810,111,114
"Cookies",114,383,93,909,271,100,102,92,804,105,109
"Cookies",115,383,88,936,275,108,108,86,821,113,115
"Cookies",116,381,85,910,246,106,107,84,793,110,113
"Cookies",117,380,79,809,241,103,107,78,716,108,113
"Cookies",118,356,59,733,187,109,109,59,664,116,117
"Cookies",119,382,93,887,258,104,106,91,780,109,112
"Cookies",121,384,93,973,275,107,108,91,853,113,116
"Cookies",122,384,88,963,264,105,108,87,840,112,116
"Cookies",123,379,94,899,267,100,105,94,792,105,111
"Cookies",124,374,92,874,255,101,103,91,767,107,110
"Cookies",126,380,94,971,291,106,106,94,849,111,114
"Cookies",128,381,94,918,270,101,105,94,808,105,111
"Cookies",129,361,93,952,260,106,108,92,833,111,115
"Cookies",130,346,90,858,278,100,100,90,759,103,103
"Cookies",131,379,91,969,263,107,107,91,846,113,115
"Cookies",132,385,92,912,263,107,108,91,807,113,115
"Cookies",133,315,84,760,188,134,137,83,690,149,154
"Cookies",134,322,91,875,230,117,118,88,775,121,124
"Cookies",135,48,18,341,21,232,232,18,336,231,231
"Cookies",136,315,83,782,186,129,131,81,706,144,147
"Cookies",137,328,90,854,235,113,116,90,760,117,121
"Cookies",139,234,74,700,146,133,145,71,638,147,158
"Cookies",140,38,15,326,16,177,177,15,322,176,176
"Cookies",141,34,12,321,12,256,256,12,317,253,253
"Cookies",142,38,15,328,16,187,187,15,324,187,187
"Cookies",143,44,16,338,18,229,235,16,332,228,234
"Cookies",144,44,15,337,17,234,237,15,331,233,236
"Cookies",146,31,11,316,12,227,227,10,312,225,225
"Crackers",2,373,61,206,93,28,29,57,191,29,31
"Crackers",5,376,57,246,90,48,48,55,228,50,51
"Crackers",8,376,57,206,91,29,29,54,196,31,32
"Crackers",9,373,60,260,93,48,49,56,238,50,51
"Crackers",12,375,67,241,103,44,45,67,227,46,48
"Crackers",14,375,62,250,97,40,40,58,238,42,43
"Crackers",18,372,65,224,98,35,39,61,207,37,42
"Crackers",21,377,65,252,102,49,49,60,233,51,52
"Crackers",28,376,59,228,93,42,43,57,218,44,45
"Crackers",32,370,59,223,93,36,37,58,213,37,39
"Crackers",33,376,62,215,101,35,38,60,204,36,41
"Crackers",40,367,66,224,98,36,37,64,214,37,39
"Crackers",44,372,59,258,99,49,49,57,242,50,51
"Crackers",45,351,42,160,65,39,39,42,147,41,42
"Crackers",47,371,62,232,101,37,37,59,216,38,39
"Crackers",48,376,57,234,92,45,45,55,218,47,48
"Crackers",49,347,47,159,71,40,40,47,150,42,43
"Crackers",50,253,33,136,47,47,47,32,126,49,49
"Crackers",51,365,60,218,92,34,35,57,207,37,39
"Crackers",52,374,62,285,95,51,51,60,260,52,53
"Crackers",53,378,59,219,94,38,38,58,206,40,41
"Crackers",54,377,62,254,98,50,50,60,240,51,53
"Crackers",56,377,62,217,102,32,33,60,207,33,36
"Crackers",59,375,62,262,94,51,51,60,244,53,53
"Crackers",62,379,64,253,101,46,49,59,239,48,52
"Crackers",64,337,48,167,75,37,37,45,152,39,40
"Crackers",67,361,61,220,97,37,38,59,209,38,41
"Crackers",68,374,66,229,107,36,37,63,213,37,40
"Crackers",70,373,64,227,103,39,41,62,215,42,45
"Crackers",71,375,59,220,102,32,36,58,208,35,39
"Crackers",72,378,62,248,98,43,43,61,235,45,46
