"r_id","r_gender","r_age","r_educ","r_income","r_party","r_strength","r_lean","profile","cage","chealthcare","cmarriage","cparty","educ","exp","gender","guns","highway","ideology","immigration","income","job","kids","marital","military","race","relative","school","vacation"
"R_3EgKf7vqHDhK3nN",2,71,4,1,1,0,NA,1,1,2,2,1,2,1,1,2,1,1,3,1,3,4,2,1,2,2,2,1
"R_3EgKf7vqHDhK3nN",2,71,4,1,1,0,NA,2,2,1,1,2,3,2,2,2,2,1,2,2,2,2,2,2,1,1,1,3
"R_3EgKf7vqHDhK3nN",2,71,4,1,1,0,NA,3,1,1,2,2,3,3,1,1,4,2,1,2,2,3,2,1,1,4,1,2
"R_3EgKf7vqHDhK3nN",2,71,4,1,1,0,NA,4,1,1,1,2,3,2,1,2,3,2,3,3,1,1,3,1,7,3,3,1
"R_3s6ygfSkDwtG3rT",1,35,6,5,2,0,NA,1,1,1,1,1,3,2,1,2,4,1,3,2,2,2,2,2,1,4,2,3
"R_3s6ygfSkDwtG3rT",1,35,6,5,2,0,NA,2,3,1,1,1,3,2,1,2,1,1,2,3,2,3,2,2,1,1,1,1
"R_3s6ygfSkDwtG3rT",1,35,6,5,2,0,NA,3,1,2,1,2,2,3,1,1,2,2,1,3,1,2,2,1,1,2,3,4
"R_3s6ygfSkDwtG3rT",1,35,6,5,2,0,NA,4,1,2,1,2,2,3,1,1,2,2,1,3,1,3,2,1,1,2,3,4
"R_3Dtexob7j2cgK25",2,38,2,1,3,NA,1,1,3,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,4,1,1
"R_3Dtexob7j2cgK25",2,38,2,1,3,NA,1,2,3,1,1,1,2,1,2,1,4,1,3,1,3,4,2,1,1,2,3,4
"R_3Dtexob7j2cgK25",2,38,2,1,3,NA,1,3,3,2,2,1,2,3,1,2,2,2,3,1,1,3,2,1,1,3,2,4
"R_3Dtexob7j2cgK25",2,38,2,1,3,NA,1,4,1,2,1,2,3,2,2,2,4,2,2,3,2,3,3,2,2,1,1,2
"R_bxchd7QvPhCZVsd",2,47,5,5,3,NA,1,1,2,2,1,2,2,3,1,1,4,1,1,2,1,3,2,1,1,4,3,2
"R_bxchd7QvPhCZVsd",2,47,5,5,3,NA,1,2,1,1,1,2,2,2,2,2,2,1,3,2,2,3,2,1,1,3,2,3
"R_bxchd7QvPhCZVsd",2,47,5,5,3,NA,1,3,2,1,2,2,2,3,2,2,4,2,3,2,3,4,2,1,7,1,2,1
"R_bxchd7QvPhCZVsd",2,47,5,5,3,NA,1,4,1,2,2,1,3,1,1,1,3,2,1,3,2,3,2,1,1,1,3,1
"R_3qO6KmWVzAatRWt",2,51,5,2,2,0,NA,1,1,2,2,2,3,2,1,1,3,2,1,2,1,3,2,1,1,2,3,4
"R_3qO6KmWVzAatRWt",2,51,5,2,2,0,NA,2,1,1,1,2,3,3,2,1,1,1,2,2,2,2,1,2,1,4,1,2
"R_3qO6KmWVzAatRWt",2,51,5,2,2,0,NA,3,1,1,1,2,2,2,1,2,4,1,3,1,3,3,2,2,7,3,1,3
"R_3qO6KmWVzAatRWt",2,51,5,2,2,0,NA,4,3,2,1,2,2,3,1,2,1,1,3,3,4,4,3,1,2,1,2,3
"R_1nTKs2m4OUTKhYc",1,55,3,3,3,NA,1,1,2,2,2,1,3,1,1,1,2,2,1,2,2,4,2,1,3,4,3,3
"R_1nTKs2m4OUTKhYc",1,55,3,3,3,NA,1,2,1,1,2,1,2,1,2,2,4,1,3,1,1,3,2,1,2,2,2,1
"R_1nTKs2m4OUTKhYc",1,55,3,3,3,NA,1,3,2,1,1,2,3,1,1,1,2,1,2,2,2,3,2,2,1,4,2,2
"R_1nTKs2m4OUTKhYc",1,55,3,3,3,NA,1,4,3,1,2,2,2,1,1,1,1,2,2,2,1,4,2,2,7,4,1,4
"R_21AgBRJowvmmwmn",2,44,5,4,2,1,NA,1,2,1,2,1,2,3,1,2,3,2,3,2,2,3,2,2,7,1,1,3
"R_21AgBRJowvmmwmn",2,44,5,4,2,1,NA,2,3,2,2,1,2,1,1,1,4,2,2,2,2,3,2,2,1,3,2,1
"R_21AgBRJowvmmwmn",2,44,5,4,2,1,NA,3,3,1,2,1,2,3,1,2,1,2,2,2,2,3,2,2,1,2,3,1
"R_21AgBRJowvmmwmn",2,44,5,4,2,1,NA,4,1,2,1,2,2,3,1,2,2,1,2,2,2,3,2,1,1,4,2,1
"R_rlkudiEVgAZVZdL",1,28,2,6,1,0,NA,1,2,1,2,2,3,3,1,1,3,2,1,2,1,2,3,1,1,1,1,1
"R_rlkudiEVgAZVZdL",1,28,2,6,1,0,NA,2,3,2,1,2,1,1,1,2,2,2,3,1,1,4,2,2,1,3,3,3
"R_rlkudiEVgAZVZdL",1,28,2,6,1,0,NA,3,3,1,2,1,1,1,1,1,4,1,3,2,3,3,2,2,1,1,3,2
"R_rlkudiEVgAZVZdL",1,28,2,6,1,0,NA,4,1,1,2,2,2,1,1,1,2,2,1,2,4,1,2,1,1,4,1,3
"R_1DTCSzKOt56pSid",2,21,3,6,1,0,NA,1,3,1,2,2,3,3,1,1,1,2,1,3,2,3,2,2,1,1,2,1
"R_1DTCSzKOt56pSid",2,21,3,6,1,0,NA,2,3,2,2,1,2,1,1,2,2,2,3,2,2,4,2,1,1,4,1,3
"R_1DTCSzKOt56pSid",2,21,3,6,1,0,NA,3,3,2,1,2,2,3,2,1,1,2,1,2,1,3,2,1,1,4,2,4
"R_1DTCSzKOt56pSid",2,21,3,6,1,0,NA,4,1,2,1,2,2,2,2,1,2,2,1,2,1,3,2,2,3,4,1,3
"R_3LXdj0srjdcJxW1",2,35,6,6,3,NA,-1,1,1,2,1,1,3,3,1,2,1,1,3,3,2,3,2,1,1,1,3,3
"R_3LXdj0srjdcJxW1",2,35,6,6,3,NA,-1,2,3,2,2,2,3,2,1,1,3,2,1,3,1,3,3,2,1,2,1,1
"R_3LXdj0srjdcJxW1",2,35,6,6,3,NA,-1,3,3,1,1,2,3,3,2,1,2,2,2,3,2,3,3,1,1,2,1,3
"R_3LXdj0srjdcJxW1",2,35,6,6,3,NA,-1,4,1,1,1,2,3,1,2,1,3,1,3,2,2,3,2,1,1,3,2,4
"R_2YAksd4ZPb7HKei",2,30,4,3,3,NA,1,1,3,1,1,2,2,1,1,1,3,2,1,1,1,2,2,2,2,1,2,4
"R_2YAksd4ZPb7HKei",2,30,4,3,3,NA,1,2,3,1,1,2,2,1,1,1,1,1,1,2,2,3,1,2,1,3,1,1
"R_2YAksd4ZPb7HKei",2,30,4,3,3,NA,1,3,1,1,1,1,2,1,2,1,4,2,1,1,3,2,2,1,1,4,3,2
"R_2YAksd4ZPb7HKei",2,30,4,3,3,NA,1,4,1,1,2,2,3,1,1,2,2,1,1,3,4,3,2,1,3,2,3,1
"R_1C76rKpullXuuKW",1,28,5,1,2,1,NA,1,2,2,2,2,3,3,1,1,4,2,2,3,1,3,2,1,1,2,3,4
"R_1C76rKpullXuuKW",1,28,5,1,2,1,NA,2,1,2,1,1,3,3,1,2,2,1,2,3,2,3,2,1,1,2,1,3
"R_1C76rKpullXuuKW",1,28,5,1,2,1,NA,3,2,1,1,1,3,3,2,2,2,1,2,3,1,3,2,1,1,1,1,4
"R_1C76rKpullXuuKW",1,28,5,1,2,1,NA,4,3,2,1,2,3,3,1,1,1,2,2,3,1,3,2,1,1,1,3,1
"R_2dsZFUtYPa46856",2,34,3,1,3,NA,0,1,2,1,1,2,2,3,2,1,3,2,2,2,3,2,2,1,2,4,2,1
"R_2dsZFUtYPa46856",2,34,3,1,3,NA,0,2,3,2,1,1,3,2,1,2,1,1,3,3,2,4,2,2,1,2,3,4
"R_2dsZFUtYPa46856",2,34,3,1,3,NA,0,3,1,2,1,2,2,1,2,1,2,2,2,1,1,3,2,2,1,1,1,2
"R_2dsZFUtYPa46856",2,34,3,1,3,NA,0,4,1,1,2,1,1,1,1,2,4,1,3,1,4,3,3,1,7,3,2,3
"R_28Pd03sThAocVUN",1,33,5,5,1,1,NA,1,2,1,1,2,3,2,1,2,2,1,3,3,2,3,2,1,7,4,3,1
"R_28Pd03sThAocVUN",1,33,5,5,1,1,NA,2,3,1,1,2,3,2,1,2,2,1,3,3,2,3,2,2,7,4,3,1
"R_28Pd03sThAocVUN",1,33,5,5,1,1,NA,3,2,1,2,2,3,2,1,1,2,2,3,3,2,3,2,2,1,4,3,1
"R_28Pd03sThAocVUN",1,33,5,5,1,1,NA,4,1,2,1,1,3,3,1,2,2,1,3,3,2,3,2,2,1,4,3,1
"R_33DrDNsdbfeGzLm",1,36,4,1,2,0,NA,1,1,2,1,1,2,3,1,1,4,1,1,2,2,2,2,1,1,3,1,3
"R_33DrDNsdbfeGzLm",1,36,4,1,2,0,NA,2,3,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2
"R_33DrDNsdbfeGzLm",1,36,4,1,2,0,NA,3,2,1,1,2,2,3,1,1,3,2,2,2,2,2,2,1,2,2,3,1
"R_33DrDNsdbfeGzLm",1,36,4,1,2,0,NA,4,3,2,2,2,2,2,1,1,3,1,3,2,1,2,1,1,1,1,2,3
"R_3KNrFaRZgxYfMbZ",2,31,3,2,3,NA,-1,1,3,1,2,2,3,3,1,1,2,1,2,2,2,4,2,2,1,2,3,3
"R_3KNrFaRZgxYfMbZ",2,31,3,2,3,NA,-1,2,1,1,1,2,2,1,2,2,4,2,3,2,3,3,2,1,1,4,2,1
"R_3KNrFaRZgxYfMbZ",2,31,3,2,3,NA,-1,3,2,2,2,2,3,3,1,2,3,1,2,3,1,3,2,1,1,3,1,4
"R_3KNrFaRZgxYfMbZ",2,31,3,2,3,NA,-1,4,1,2,1,2,2,3,1,2,2,2,3,3,1,3,2,2,1,3,3,2
"R_OIRAGR8VRNENMVH",2,33,6,2,2,1,NA,1,2,2,1,2,3,1,2,1,1,2,2,2,1,3,2,1,1,1,3,4
"R_OIRAGR8VRNENMVH",2,33,6,2,2,1,NA,2,3,1,1,1,2,3,1,2,4,1,3,2,2,4,2,2,1,4,2,3
"R_OIRAGR8VRNENMVH",2,33,6,2,2,1,NA,3,3,2,2,1,2,3,1,1,4,2,1,3,2,3,3,2,1,2,1,1
"R_OIRAGR8VRNENMVH",2,33,6,2,2,1,NA,4,2,1,2,1,2,1,2,2,4,1,2,2,1,3,2,1,2,4,2,2
"R_3QWD2Y1uDKGbLIv",1,40,3,4,3,NA,1,1,2,1,2,2,2,3,2,1,3,2,1,3,2,4,2,2,1,3,2,2
"R_3QWD2Y1uDKGbLIv",1,40,3,4,3,NA,1,2,2,1,1,2,3,1,2,2,2,2,2,3,1,2,2,1,2,1,3,4
"R_3QWD2Y1uDKGbLIv",1,40,3,4,3,NA,1,3,1,2,2,2,2,3,1,1,4,2,1,2,2,3,2,2,1,4,1,2
"R_3QWD2Y1uDKGbLIv",1,40,3,4,3,NA,1,4,3,2,1,1,2,2,2,2,2,1,2,3,3,4,2,2,1,2,2,3
"R_2CQ8z90mxcLFM1j",2,28,3,5,1,1,NA,1,1,1,2,2,3,2,1,1,3,2,1,3,1,3,2,2,1,3,1,1
"R_2CQ8z90mxcLFM1j",2,28,3,5,1,1,NA,2,2,1,2,2,2,3,1,1,2,2,1,2,2,4,2,2,1,1,2,3
"R_2CQ8z90mxcLFM1j",2,28,3,5,1,1,NA,3,2,1,1,2,2,2,2,2,3,1,2,1,3,3,2,1,1,2,2,1
"R_2CQ8z90mxcLFM1j",2,28,3,5,1,1,NA,4,2,2,2,2,2,2,1,1,2,2,1,3,1,4,2,2,1,3,3,4
"R_2dK3rUAfjScgmRv",1,23,5,3,2,0,NA,1,3,1,2,2,3,3,1,1,4,2,1,3,2,3,2,1,1,3,2,2
"R_2dK3rUAfjScgmRv",1,23,5,3,2,0,NA,2,3,1,1,1,3,3,1,2,3,1,3,3,2,4,2,1,1,4,2,3
"R_2dK3rUAfjScgmRv",1,23,5,3,2,0,NA,3,2,1,1,1,3,3,2,2,4,1,3,3,2,4,2,1,1,1,2,1
"R_2dK3rUAfjScgmRv",1,23,5,3,2,0,NA,4,1,2,2,1,2,2,1,1,1,2,2,3,2,3,3,1,1,2,2,3
"R_29ogOcLCuonGUjB",2,27,6,4,3,NA,-1,1,1,2,2,2,2,2,1,1,2,2,1,3,2,3,2,1,1,2,1,4
"R_29ogOcLCuonGUjB",2,27,6,4,3,NA,-1,2,1,2,2,2,2,2,1,1,3,2,1,3,2,3,2,1,1,3,1,4
"R_29ogOcLCuonGUjB",2,27,6,4,3,NA,-1,3,1,2,1,2,3,3,2,1,4,2,2,2,1,2,2,1,1,2,3,1
"R_29ogOcLCuonGUjB",2,27,6,4,3,NA,-1,4,3,1,2,2,3,3,1,1,2,2,2,2,2,4,3,2,1,1,3,3
"R_3EbPTc64g1bACUz",1,27,5,2,3,NA,-1,1,1,2,2,1,3,3,1,1,3,2,2,2,1,3,2,2,1,1,2,4
"R_3EbPTc64g1bACUz",1,27,5,2,3,NA,-1,2,3,1,2,2,3,3,1,1,3,2,1,2,1,4,2,2,1,3,1,3
"R_3EbPTc64g1bACUz",1,27,5,2,3,NA,-1,3,1,2,2,2,3,3,1,1,4,2,1,3,1,3,2,1,1,1,2,1
"R_3EbPTc64g1bACUz",1,27,5,2,3,NA,-1,4,2,2,1,1,3,3,2,2,3,1,2,2,2,3,2,1,1,3,3,2
"R_1HcukDz1fQSy3Dk",1,30,4,4,2,0,NA,1,2,2,1,2,3,1,1,1,1,2,1,3,1,4,2,1,1,1,1,2
"R_1HcukDz1fQSy3Dk",1,30,4,4,2,0,NA,2,1,1,1,2,2,1,1,1,4,2,2,3,2,3,2,1,1,2,2,3
"R_1HcukDz1fQSy3Dk",1,30,4,4,2,0,NA,3,1,1,1,2,2,1,1,1,1,2,2,3,2,3,2,1,1,2,2,1
"R_1HcukDz1fQSy3Dk",1,30,4,4,2,0,NA,4,2,2,2,2,2,3,1,1,2,2,1,3,2,3,2,1,1,4,3,4
"R_2EplatmJGfs8jfR",1,26,6,2,3,NA,0,1,3,2,2,1,2,1,1,1,4,2,2,1,1,3,2,2,1,3,2,1
"R_2EplatmJGfs8jfR",1,26,6,2,3,NA,0,2,2,1,2,2,2,1,1,1,4,2,2,2,2,4,2,1,1,1,1,2
"R_2EplatmJGfs8jfR",1,26,6,2,3,NA,0,3,2,2,1,2,2,1,2,2,2,1,2,1,3,2,2,1,1,2,3,3
"R_2EplatmJGfs8jfR",1,26,6,2,3,NA,0,4,2,1,1,1,2,1,1,2,4,1,3,2,2,3,2,1,1,4,3,4
"R_2PAJRK2DVEo7eQJ",1,38,5,2,3,NA,-1,1,1,2,1,1,3,2,1,2,1,1,2,2,2,3,2,1,1,3,2,1
"R_2PAJRK2DVEo7eQJ",1,38,5,2,3,NA,-1,2,2,2,1,2,2,2,1,1,4,2,1,3,1,4,2,1,1,1,3,2
"R_2PAJRK2DVEo7eQJ",1,38,5,2,3,NA,-1,3,1,2,1,2,2,1,1,1,2,2,1,2,1,3,2,2,1,2,2,3
"R_2PAJRK2DVEo7eQJ",1,38,5,2,3,NA,-1,4,1,2,2,2,2,2,1,1,1,2,1,1,4,2,2,1,1,1,1,4
"R_3et4Xk8aMpWhokE",2,24,3,1,2,0,NA,1,1,1,1,1,2,1,1,2,3,1,2,2,2,2,2,1,1,4,3,2
"R_3et4Xk8aMpWhokE",2,24,3,1,2,0,NA,2,2,2,2,1,3,3,1,1,4,2,1,2,1,3,1,1,1,2,1,1
"R_3et4Xk8aMpWhokE",2,24,3,1,2,0,NA,3,3,1,1,2,3,2,1,2,2,2,2,3,3,4,2,2,1,3,3,4
"R_3et4Xk8aMpWhokE",2,24,3,1,2,0,NA,4,3,2,2,1,2,1,2,1,3,2,1,2,3,3,3,1,1,4,2,1
"R_3EzrYacD60l6A2z",2,32,5,2,2,0,NA,1,3,2,1,2,2,3,1,1,2,2,2,2,1,3,2,2,1,1,2,4
"R_3EzrYacD60l6A2z",2,32,5,2,2,0,NA,2,1,2,2,2,2,3,1,1,4,2,1,3,2,3,2,2,1,2,1,3
"R_3EzrYacD60l6A2z",2,32,5,2,2,0,NA,3,3,2,1,1,3,2,1,2,3,1,3,2,1,4,2,2,1,4,3,1
"R_3EzrYacD60l6A2z",2,32,5,2,2,0,NA,4,1,1,2,1,2,1,2,2,4,1,2,2,3,2,2,1,1,3,3,2
"R_26bDQZOZUAHLwIx",2,50,5,5,1,0,NA,1,1,2,2,2,2,1,1,1,4,2,1,2,1,3,2,1,1,2,3,1
"R_26bDQZOZUAHLwIx",2,50,5,5,1,0,NA,2,1,1,1,2,2,1,2,1,1,1,1,2,3,3,2,1,1,3,3,4
"R_26bDQZOZUAHLwIx",2,50,5,5,1,0,NA,3,2,1,1,1,1,3,1,2,2,1,2,3,1,3,3,2,1,3,2,1
"R_26bDQZOZUAHLwIx",2,50,5,5,1,0,NA,4,3,1,1,1,3,3,1,2,4,1,3,3,2,3,2,2,2,4,1,2
"R_3PnSrQeJEfEmM6D",2,36,6,6,3,NA,1,1,2,1,1,2,2,2,1,2,2,1,3,2,1,3,2,1,1,3,3,1
"R_3PnSrQeJEfEmM6D",2,36,6,6,3,NA,1,2,2,2,2,2,3,3,1,1,4,2,1,3,2,3,2,2,1,4,3,1
"R_3PnSrQeJEfEmM6D",2,36,6,6,3,NA,1,3,3,2,1,2,2,2,1,1,4,2,1,2,2,4,2,2,1,2,1,1
"R_3PnSrQeJEfEmM6D",2,36,6,6,3,NA,1,4,2,1,1,2,2,1,1,2,1,2,3,2,3,2,2,1,1,2,2,2
"R_2z7pufN7cheYL7C",2,49,3,3,3,NA,-1,1,3,2,1,2,2,2,2,1,3,2,1,1,3,4,2,1,1,3,2,2
"R_2z7pufN7cheYL7C",2,49,3,3,3,NA,-1,2,2,1,2,1,2,1,1,2,1,1,3,1,4,1,2,1,7,1,3,1
"R_2z7pufN7cheYL7C",2,49,3,3,3,NA,-1,3,3,1,2,1,1,1,1,2,4,2,2,1,3,4,2,1,2,2,2,3
"R_2z7pufN7cheYL7C",2,49,3,3,3,NA,-1,4,2,1,1,2,3,1,1,1,1,1,2,2,2,2,2,1,3,3,1,4
"R_1KlFVztXC4rnpti",2,27,5,2,2,1,NA,1,3,2,1,2,2,2,1,1,2,2,1,3,2,4,2,2,1,1,1,4
"R_1KlFVztXC4rnpti",2,27,5,2,2,1,NA,2,2,2,2,1,3,3,1,2,3,2,2,2,1,3,3,1,2,4,2,3
"R_1KlFVztXC4rnpti",2,27,5,2,2,1,NA,3,3,2,2,2,2,2,1,1,2,2,1,3,2,4,2,2,1,2,1,4
"R_1KlFVztXC4rnpti",2,27,5,2,2,1,NA,4,2,2,2,1,3,3,1,2,2,1,2,2,2,3,3,1,2,3,3,3
"R_2tzpDnD3xA0xtb2",2,37,5,3,4,NA,1,1,2,2,1,2,2,3,2,2,2,2,1,3,1,3,2,1,7,2,1,2
"R_2tzpDnD3xA0xtb2",2,37,5,3,4,NA,1,2,1,2,2,1,3,1,1,2,3,1,2,3,4,2,2,1,1,1,3,3
"R_2tzpDnD3xA0xtb2",2,37,5,3,4,NA,1,3,1,2,1,1,2,2,2,1,4,1,3,3,2,1,2,1,2,2,2,2
"R_2tzpDnD3xA0xtb2",2,37,5,3,4,NA,1,4,1,2,2,2,2,1,1,1,1,2,1,3,1,4,2,2,1,4,1,1
"R_3EssoKqil06mZ7k",2,25,5,2,2,1,NA,1,1,2,1,1,2,1,1,2,4,1,1,1,1,3,2,2,1,2,2,2
"R_3EssoKqil06mZ7k",2,25,5,2,2,1,NA,2,2,2,1,2,3,1,1,1,1,2,1,2,2,4,2,1,1,1,3,3
"R_3EssoKqil06mZ7k",2,25,5,2,2,1,NA,3,1,1,2,1,2,2,2,2,3,2,2,1,3,3,2,1,1,3,1,1
"R_3EssoKqil06mZ7k",2,25,5,2,2,1,NA,4,3,1,1,2,2,1,1,2,3,1,3,2,4,3,2,1,1,2,2,4
"R_2SAGCJJkU6FDl0O",1,23,2,1,3,NA,1,1,2,1,1,1,2,3,2,1,4,1,3,2,2,2,2,1,1,3,3,1
"R_2SAGCJJkU6FDl0O",1,23,2,1,3,NA,1,2,3,2,1,1,2,2,1,1,4,1,2,2,1,2,1,1,1,3,3,1
"R_2SAGCJJkU6FDl0O",1,23,2,1,3,NA,1,3,3,2,1,2,3,2,1,1,3,2,1,2,2,4,2,2,1,2,1,3
"R_2SAGCJJkU6FDl0O",1,23,2,1,3,NA,1,4,3,2,1,1,2,2,1,1,4,1,2,2,1,2,2,1,1,3,3,1
"R_4SFMxrKMGCXwbnz",2,27,2,3,3,NA,0,1,1,2,2,2,3,2,1,1,3,2,1,3,1,4,2,1,1,2,2,3
"R_4SFMxrKMGCXwbnz",2,27,2,3,3,NA,0,2,1,1,2,2,3,2,1,2,3,2,1,3,2,4,2,1,1,4,2,3
"R_4SFMxrKMGCXwbnz",2,27,2,3,3,NA,0,3,2,2,1,2,3,2,1,1,3,2,1,3,1,3,2,1,1,3,1,3
"R_4SFMxrKMGCXwbnz",2,27,2,3,3,NA,0,4,3,2,2,2,2,2,1,1,3,2,1,3,1,4,2,2,1,3,3,3
"R_cCMRFKNYeT3ccbH",1,37,5,3,3,NA,1,1,2,1,1,1,2,1,2,2,2,1,3,2,2,3,2,1,7,3,2,2
"R_cCMRFKNYeT3ccbH",1,37,5,3,3,NA,1,2,1,1,1,1,2,3,1,2,4,1,3,2,2,2,2,1,1,2,3,3
"R_cCMRFKNYeT3ccbH",1,37,5,3,3,NA,1,3,2,2,1,2,2,3,1,1,3,2,2,3,2,4,2,1,1,1,3,3
"R_cCMRFKNYeT3ccbH",1,37,5,3,3,NA,1,4,2,1,1,1,2,3,2,2,4,1,3,2,2,2,2,1,1,4,2,3
"R_8CC6iGhvvXzxacV",2,39,4,1,3,NA,0,1,1,2,1,2,3,3,1,2,4,1,3,2,2,2,2,1,1,1,1,2
"R_8CC6iGhvvXzxacV",2,39,4,1,3,NA,0,2,2,1,2,1,3,2,1,1,3,2,1,1,1,4,2,2,1,1,1,3
"R_8CC6iGhvvXzxacV",2,39,4,1,3,NA,0,3,2,1,2,1,3,2,1,1,3,2,1,1,1,4,2,2,1,3,1,3
"R_8CC6iGhvvXzxacV",2,39,4,1,3,NA,0,4,3,1,2,2,2,2,1,1,4,2,3,2,2,4,2,2,1,2,2,1
"R_2PiNcPpx51nZTc8",2,47,5,2,1,1,NA,1,3,2,1,1,2,2,1,2,3,1,2,2,1,4,2,2,1,1,1,4
"R_2PiNcPpx51nZTc8",2,47,5,2,1,1,NA,2,1,2,2,1,2,1,1,2,4,1,2,2,2,3,2,1,1,3,3,1
"R_2PiNcPpx51nZTc8",2,47,5,2,1,1,NA,3,1,1,1,1,2,1,2,2,3,1,3,2,1,4,2,1,1,4,2,1
"R_2PiNcPpx51nZTc8",2,47,5,2,1,1,NA,4,2,1,1,1,2,3,1,2,1,1,2,3,2,3,2,1,1,1,1,4
"R_pGVcSjsUd9SizAt",2,42,5,2,1,0,NA,1,3,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,3,1,3
"R_pGVcSjsUd9SizAt",2,42,5,2,1,0,NA,2,2,1,2,1,2,2,1,2,2,1,3,2,2,3,2,1,1,2,3,2
"R_pGVcSjsUd9SizAt",2,42,5,2,1,0,NA,3,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,3,2,1
"R_pGVcSjsUd9SizAt",2,42,5,2,1,0,NA,4,3,2,2,1,2,3,1,1,3,1,1,3,2,3,2,2,1,2,3,4
"R_1QtKmGoAdyrNfJm",2,60,2,2,3,NA,0,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,4,3,2
"R_1QtKmGoAdyrNfJm",2,60,2,2,3,NA,0,2,2,2,1,1,2,1,2,1,1,1,2,2,3,2,3,1,1,2,3,3
"R_1QtKmGoAdyrNfJm",2,60,2,2,3,NA,0,3,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,3
"R_1QtKmGoAdyrNfJm",2,60,2,2,3,NA,0,4,3,2,2,1,2,1,1,1,1,1,1,3,2,3,2,2,1,4,2,1
"R_qW5t5BBLHQ3eZVf",2,23,5,2,2,0,NA,1,3,2,2,2,3,3,1,1,3,2,1,2,1,3,2,1,1,4,2,1
"R_qW5t5BBLHQ3eZVf",2,23,5,2,2,0,NA,2,1,2,1,2,2,2,1,1,1,2,2,3,2,3,3,2,1,1,3,2
"R_qW5t5BBLHQ3eZVf",2,23,5,2,2,0,NA,3,2,1,2,2,3,3,1,1,3,2,1,3,1,3,3,1,1,4,2,1
"R_qW5t5BBLHQ3eZVf",2,23,5,2,2,0,NA,4,2,1,1,1,2,3,1,2,3,1,2,2,2,3,3,1,1,2,1,3
"R_21oydq2lJYvIPFg",2,36,5,6,1,1,NA,1,3,1,1,1,3,2,1,2,1,1,3,2,2,3,2,2,1,3,3,1
"R_21oydq2lJYvIPFg",2,36,5,6,1,1,NA,2,1,1,1,2,3,3,1,1,2,2,1,3,2,4,2,2,1,3,2,1
"R_21oydq2lJYvIPFg",2,36,5,6,1,1,NA,3,1,1,1,1,2,3,2,2,1,1,3,3,2,3,2,2,1,3,1,4
"R_21oydq2lJYvIPFg",2,36,5,6,1,1,NA,4,1,1,1,1,3,3,2,2,1,1,3,3,2,3,2,1,1,3,1,1
"R_24GHBnjdrH9Kbgy",1,34,6,4,2,0,NA,1,1,2,2,2,3,3,1,1,3,2,1,3,1,4,2,1,1,4,2,3
"R_24GHBnjdrH9Kbgy",1,34,6,4,2,0,NA,2,3,2,2,2,3,2,1,1,4,2,1,2,2,4,3,1,1,2,1,2
"R_24GHBnjdrH9Kbgy",1,34,6,4,2,0,NA,3,2,1,1,1,2,3,2,2,2,1,3,2,2,2,2,1,7,1,3,1
"R_24GHBnjdrH9Kbgy",1,34,6,4,2,0,NA,4,2,1,2,1,2,3,1,2,1,1,2,1,3,3,2,1,1,3,2,1
"R_3rYZYlxYybny71z",1,23,5,2,2,1,NA,1,3,1,1,2,3,2,1,1,4,1,3,3,2,3,2,2,1,3,3,3
"R_3rYZYlxYybny71z",1,23,5,2,2,1,NA,2,1,2,2,1,2,3,1,1,2,2,2,2,1,2,2,1,1,1,2,1
"R_3rYZYlxYybny71z",1,23,5,2,2,1,NA,3,3,1,1,2,3,2,1,2,4,1,3,3,2,3,2,2,1,2,1,2
"R_3rYZYlxYybny71z",1,23,5,2,2,1,NA,4,2,1,1,1,3,2,1,2,1,1,3,2,2,3,2,2,1,2,3,1
"R_1rGFTTTpvIenXWt",2,57,5,2,1,0,NA,1,3,1,1,2,3,3,1,2,3,1,3,2,2,3,3,1,1,1,3,2
"R_1rGFTTTpvIenXWt",2,57,5,2,1,0,NA,2,1,1,1,2,2,1,2,2,3,1,3,2,1,1,2,1,2,2,1,1
"R_1rGFTTTpvIenXWt",2,57,5,2,1,0,NA,3,1,2,2,1,2,1,1,1,1,2,2,3,1,3,2,2,1,4,2,3
"R_1rGFTTTpvIenXWt",2,57,5,2,1,0,NA,4,1,1,1,2,3,3,1,2,4,1,3,2,2,1,2,1,1,3,3,4
"R_1MRtdXse6CoxozJ",2,25,4,3,1,1,NA,1,3,2,2,2,2,3,1,1,2,2,1,3,1,3,2,1,1,3,3,1
"R_1MRtdXse6CoxozJ",2,25,4,3,1,1,NA,2,2,1,1,2,3,2,1,1,4,1,2,2,2,4,2,1,1,1,2,3
"R_1MRtdXse6CoxozJ",2,25,4,3,1,1,NA,3,2,2,1,1,2,2,1,1,3,1,2,3,3,4,3,1,2,2,1,2
"R_1MRtdXse6CoxozJ",2,25,4,3,1,1,NA,4,2,1,1,2,2,1,2,2,1,1,2,3,1,3,3,1,1,4,2,4
