ee,u.id.otree,id.t,session.id,u.id,task.time,participant.ip_address,alpha,chance_ex1,chance_ex2,chance_ex3,chance_ex4,r.task,n.task,session.code,ProbC1,ProbB1,ProbA1,ProbC2,ProbB2,ProbA2
23,3e8vqfwk,psixteen,1,23,15,10.35.194.85,39,,,,,63,66,xzgxdli3,0.25,0,0.75,0,0.6,0.4
23,3e8vqfwk,psixteen,1,23,16,10.35.194.85,33,,,,,64,48,xzgxdli3,0.2,0,0.8,0,0.6,0.4
23,3e8vqfwk,psixteen,1,23,11,10.35.194.85,0,,,,,65,12,xzgxdli3,0.15,0,0.85,0,0.6,0.4
23,3e8vqfwk,psixteen,1,23,6,10.35.194.85,0,,,,,66,52,xzgxdli3,0.1,0,0.9,0,0.6,0.4
23,3e8vqfwk,psixteen,1,23,21,10.35.194.85,0,,,,,67,30,xzgxdli3,0.05,0,0.95,0,0.6,0.4
23,3e8vqfwk,psixteen,1,23,26,10.35.194.85,87,,,,,68,7,xzgxdli3,0.35,0,0.65,0,0.45,0.55
23,3e8vqfwk,psixteen,1,23,9,10.35.194.85,56,,,,,69,55,xzgxdli3,0.3,0,0.7,0,0.45,0.55
23,3e8vqfwk,psixteen,1,23,10,10.35.194.85,32,,,,,70,27,xzgxdli3,0.25,0,0.75,0,0.45,0.55
23,3e8vqfwk,psixteen,1,23,20,10.35.194.85,41,,,,,71,24,xzgxdli3,0.2,0,0.8,0,0.45,0.55
23,3e8vqfwk,psixteen,1,23,23,10.35.194.85,24,,,,,72,46,xzgxdli3,0.15,0,0.85,0,0.45,0.55
23,3e8vqfwk,psixteen,1,23,11,10.35.194.85,0,,,,,73,38,xzgxdli3,0.1,0,0.9,0,0.45,0.55
23,3e8vqfwk,psixteen,1,23,29,10.35.194.85,14,,,,,74,4,xzgxdli3,0.05,0,0.95,0,0.45,0.55
23,3e8vqfwk,psixteen,1,23,17,10.35.194.85,51,,,,,75,69,xzgxdli3,0.2,0,0.8,0,0.3,0.7
23,3e8vqfwk,psixteen,1,23,22,10.35.194.85,0,,,,,76,9,xzgxdli3,0.15,0,0.85,0,0.3,0.7
23,3e8vqfwk,psixteen,1,23,18,10.35.194.85,0,,,,,77,32,xzgxdli3,0.1,0,0.9,0,0.3,0.7
23,3e8vqfwk,psixteen,1,23,5,10.35.194.85,0,,,,,78,51,xzgxdli3,0.05,0,0.95,0,0.3,0.7
23,3e8vqfwk,psixteen,1,23,8,10.35.194.85,64,,,,,79,36,xzgxdli3,0.05,0,0.95,0,0.15,0.85
23,3e8vqfwk,psixteen,1,23,18,10.35.194.85,100,,,,,80,80,xzgxdli3,0.65,0,0.35,0,0.9,0.1
23,3e8vqfwk,psixteen,1,23,10,10.35.194.85,0,,,,,81,81,xzgxdli3,0.65,0,0.35,0,0.9,0.1
23,3e8vqfwk,psixteen,1,23,6,10.35.194.85,100,,,,,82,82,xzgxdli3,0.65,0,0.35,0,0.9,0.1
23,3e8vqfwk,psixteen,1,23,6,10.35.194.85,100,,,,,83,83,xzgxdli3,0.05,0,0.95,0.5,0.5,0
23,3e8vqfwk,psixteen,1,23,7,10.35.194.85,100,,,,,84,84,xzgxdli3,0.05,0,0.95,0.5,0.5,0
23,3e8vqfwk,psixteen,1,23,6,10.35.194.85,100,,,,,85,85,xzgxdli3,0.05,0,0.95,0.5,0.5,0
24,8dkykdbd,dfour,1,24,42,10.111.178.156,99,0,0,0,100,1,1,xzgxdli3,0.95,0,0.05,0.5,0.5,0
24,8dkykdbd,dfour,1,24,11,10.111.178.156,99,,,,,2,41,xzgxdli3,0.9,0,0.1,0.5,0.5,0
24,8dkykdbd,dfour,1,24,8,10.111.178.156,99,,,,,3,76,xzgxdli3,0.85,0,0.15,0.5,0.5,0
24,8dkykdbd,dfour,1,24,33,10.111.178.156,99,,,,,4,75,xzgxdli3,0.8,0,0.2,0.5,0.5,0
24,8dkykdbd,dfour,1,24,13,10.111.178.156,99,,,,,5,23,xzgxdli3,0.75,0,0.25,0.5,0.5,0
24,8dkykdbd,dfour,1,24,23,10.111.178.156,99,,,,,6,14,xzgxdli3,0.7,0,0.3,0.5,0.5,0
24,8dkykdbd,dfour,1,24,25,10.111.178.156,96,,,,,7,55,xzgxdli3,0.65,0,0.35,0.5,0.5,0
24,8dkykdbd,dfour,1,24,11,10.111.178.156,99,,,,,8,78,xzgxdli3,0.6,0,0.4,0.5,0.5,0
24,8dkykdbd,dfour,1,24,14,10.111.178.156,0,,,,,9,72,xzgxdli3,0.55,0,0.45,0.5,0.5,0
24,8dkykdbd,dfour,1,24,7,10.111.178.156,100,,,,,10,18,xzgxdli3,0.95,0,0.05,0,1,0
24,8dkykdbd,dfour,1,24,29,10.111.178.156,99,,,,,11,9,xzgxdli3,0.9,0,0.1,0,1,0
24,8dkykdbd,dfour,1,24,18,10.111.178.156,99,,,,,12,8,xzgxdli3,0.85,0,0.15,0,1,0
24,8dkykdbd,dfour,1,24,17,10.111.178.156,99,,,,,13,57,xzgxdli3,0.8,0,0.2,0,1,0
24,8dkykdbd,dfour,1,24,21,10.111.178.156,99,,,,,14,2,xzgxdli3,0.75,0,0.25,0,1,0
24,8dkykdbd,dfour,1,24,15,10.111.178.156,85,,,,,15,79,xzgxdli3,0.7,0,0.3,0,1,0
24,8dkykdbd,dfour,1,24,10,10.111.178.156,98,,,,,16,74,xzgxdli3,0.65,0,0.35,0,1,0
24,8dkykdbd,dfour,1,24,10,10.111.178.156,100,,,,,17,45,xzgxdli3,0.6,0,0.4,0,1,0
24,8dkykdbd,dfour,1,24,38,10.111.178.156,36,,,,,18,6,xzgxdli3,0.55,0,0.45,0,1,0
24,8dkykdbd,dfour,1,24,9,10.111.178.156,100,,,,,19,53,xzgxdli3,0.5,0,0.5,0,1,0
24,8dkykdbd,dfour,1,24,7,10.111.178.156,100,,,,,20,34,xzgxdli3,0.45,0,0.55,0,1,0
24,8dkykdbd,dfour,1,24,25,10.111.178.156,0,,,,,21,3,xzgxdli3,0.4,0,0.6,0,1,0
24,8dkykdbd,dfour,1,24,16,10.111.178.156,80,,,,,22,60,xzgxdli3,0.35,0,0.65,0,1,0
24,8dkykdbd,dfour,1,24,38,10.111.178.156,33,,,,,23,30,xzgxdli3,0.3,0,0.7,0,1,0
24,8dkykdbd,dfour,1,24,17,10.111.178.156,60,,,,,24,67,xzgxdli3,0.25,0,0.75,0,1,0
24,8dkykdbd,dfour,1,24,7,10.111.178.156,0,,,,,25,21,xzgxdli3,0.2,0,0.8,0,1,0
24,8dkykdbd,dfour,1,24,6,10.111.178.156,0,,,,,26,39,xzgxdli3,0.15,0,0.85,0,1,0
24,8dkykdbd,dfour,1,24,5,10.111.178.156,0,,,,,27,68,xzgxdli3,0.1,0,0.9,0,1,0
24,8dkykdbd,dfour,1,24,8,10.111.178.156,0,,,,,28,33,xzgxdli3,0.05,0,0.95,0,1,0
24,8dkykdbd,dfour,1,24,9,10.111.178.156,100,,,,,29,19,xzgxdli3,0.8,0,0.2,0,0.9,0.1
24,8dkykdbd,dfour,1,24,14,10.111.178.156,100,,,,,30,11,xzgxdli3,0.75,0,0.25,0,0.9,0.1
24,8dkykdbd,dfour,1,24,13,10.111.178.156,100,,,,,31,20,xzgxdli3,0.7,0,0.3,0,0.9,0.1
24,8dkykdbd,dfour,1,24,14,10.111.178.156,100,,,,,32,35,xzgxdli3,0.65,0,0.35,0,0.9,0.1
24,8dkykdbd,dfour,1,24,8,10.111.178.156,100,,,,,33,24,xzgxdli3,0.6,0,0.4,0,0.9,0.1
24,8dkykdbd,dfour,1,24,28,10.111.178.156,100,,,,,34,51,xzgxdli3,0.55,0,0.45,0,0.9,0.1
24,8dkykdbd,dfour,1,24,15,10.111.178.156,100,,,,,35,52,xzgxdli3,0.5,0,0.5,0,0.9,0.1
24,8dkykdbd,dfour,1,24,11,10.111.178.156,100,,,,,36,28,xzgxdli3,0.45,0,0.55,0,0.9,0.1
24,8dkykdbd,dfour,1,24,44,10.111.178.156,87,,,,,37,50,xzgxdli3,0.4,0,0.6,0,0.9,0.1
24,8dkykdbd,dfour,1,24,10,10.111.178.156,100,,,,,38,64,xzgxdli3,0.35,0,0.65,0,0.9,0.1
24,8dkykdbd,dfour,1,24,14,10.111.178.156,83,,,,,39,59,xzgxdli3,0.3,0,0.7,0,0.9,0.1
24,8dkykdbd,dfour,1,24,26,10.111.178.156,38,,,,,40,62,xzgxdli3,0.25,0,0.75,0,0.9,0.1
24,8dkykdbd,dfour,1,24,22,10.111.178.156,75,,,,,41,65,xzgxdli3,0.2,0,0.8,0,0.9,0.1
24,8dkykdbd,dfour,1,24,26,10.111.178.156,34,,,,,42,15,xzgxdli3,0.15,0,0.85,0,0.9,0.1
24,8dkykdbd,dfour,1,24,9,10.111.178.156,0,,,,,43,7,xzgxdli3,0.1,0,0.9,0,0.9,0.1
24,8dkykdbd,dfour,1,24,7,10.111.178.156,0,,,,,44,32,xzgxdli3,0.05,0,0.95,0,0.9,0.1
24,8dkykdbd,dfour,1,24,17,10.111.178.156,93,,,,,45,66,xzgxdli3,0.65,0,0.35,0,0.75,0.25
24,8dkykdbd,dfour,1,24,8,10.111.178.156,100,,,,,46,26,xzgxdli3,0.6,0,0.4,0,0.75,0.25
24,8dkykdbd,dfour,1,24,11,10.111.178.156,100,,,,,47,70,xzgxdli3,0.55,0,0.45,0,0.75,0.25
24,8dkykdbd,dfour,1,24,9,10.111.178.156,100,,,,,48,16,xzgxdli3,0.5,0,0.5,0,0.75,0.25
24,8dkykdbd,dfour,1,24,8,10.111.178.156,100,,,,,49,27,xzgxdli3,0.45,0,0.55,0,0.75,0.25
24,8dkykdbd,dfour,1,24,7,10.111.178.156,100,,,,,50,31,xzgxdli3,0.4,0,0.6,0,0.75,0.25
24,8dkykdbd,dfour,1,24,30,10.111.178.156,57,,,,,51,73,xzgxdli3,0.35,0,0.65,0,0.75,0.25
24,8dkykdbd,dfour,1,24,32,10.111.178.156,83,,,,,52,58,xzgxdli3,0.3,0,0.7,0,0.75,0.25
24,8dkykdbd,dfour,1,24,16,10.111.178.156,50,,,,,53,36,xzgxdli3,0.25,0,0.75,0,0.75,0.25
24,8dkykdbd,dfour,1,24,15,10.111.178.156,50,,,,,54,71,xzgxdli3,0.2,0,0.8,0,0.75,0.25
24,8dkykdbd,dfour,1,24,6,10.111.178.156,0,,,,,55,61,xzgxdli3,0.15,0,0.85,0,0.75,0.25
24,8dkykdbd,dfour,1,24,8,10.111.178.156,0,,,,,56,13,xzgxdli3,0.1,0,0.9,0,0.75,0.25
24,8dkykdbd,dfour,1,24,9,10.111.178.156,0,,,,,57,5,xzgxdli3,0.05,0,0.95,0,0.75,0.25
24,8dkykdbd,dfour,1,24,7,10.111.178.156,100,,,,,58,44,xzgxdli3,0.5,0,0.5,0,0.6,0.4
24,8dkykdbd,dfour,1,24,15,10.111.178.156,100,,,,,59,47,xzgxdli3,0.45,0,0.55,0,0.6,0.4
24,8dkykdbd,dfour,1,24,10,10.111.178.156,100,,,,,60,10,xzgxdli3,0.4,0,0.6,0,0.6,0.4
24,8dkykdbd,dfour,1,24,12,10.111.178.156,100,,,,,61,46,xzgxdli3,0.35,0,0.65,0,0.6,0.4
24,8dkykdbd,dfour,1,24,8,10.111.178.156,100,,,,,62,43,xzgxdli3,0.3,0,0.7,0,0.6,0.4
24,8dkykdbd,dfour,1,24,14,10.111.178.156,58,,,,,63,63,xzgxdli3,0.25,0,0.75,0,0.6,0.4
24,8dkykdbd,dfour,1,24,7,10.111.178.156,0,,,,,64,56,xzgxdli3,0.2,0,0.8,0,0.6,0.4
24,8dkykdbd,dfour,1,24,7,10.111.178.156,0,,,,,65,29,xzgxdli3,0.15,0,0.85,0,0.6,0.4
24,8dkykdbd,dfour,1,24,3,10.111.178.156,0,,,,,66,40,xzgxdli3,0.1,0,0.9,0,0.6,0.4
24,8dkykdbd,dfour,1,24,5,10.111.178.156,0,,,,,67,49,xzgxdli3,0.05,0,0.95,0,0.6,0.4
24,8dkykdbd,dfour,1,24,10,10.111.178.156,100,,,,,68,17,xzgxdli3,0.35,0,0.65,0,0.45,0.55
24,8dkykdbd,dfour,1,24,14,10.111.178.156,100,,,,,69,54,xzgxdli3,0.3,0,0.7,0,0.45,0.55
24,8dkykdbd,dfour,1,24,10,10.111.178.156,80,,,,,70,38,xzgxdli3,0.25,0,0.75,0,0.45,0.55
24,8dkykdbd,dfour,1,24,13,10.111.178.156,0,,,,,71,12,xzgxdli3,0.2,0,0.8,0,0.45,0.55
24,8dkykdbd,dfour,1,24,14,10.111.178.156,0,,,,,72,25,xzgxdli3,0.15,0,0.85,0,0.45,0.55
24,8dkykdbd,dfour,1,24,5,10.111.178.156,0,,,,,73,77,xzgxdli3,0.1,0,0.9,0,0.45,0.55
24,8dkykdbd,dfour,1,24,5,10.111.178.156,0,,,,,74,69,xzgxdli3,0.05,0,0.95,0,0.45,0.55
24,8dkykdbd,dfour,1,24,9,10.111.178.156,100,,,,,75,4,xzgxdli3,0.2,0,0.8,0,0.3,0.7
24,8dkykdbd,dfour,1,24,13,10.111.178.156,100,,,,,76,22,xzgxdli3,0.15,0,0.85,0,0.3,0.7
24,8dkykdbd,dfour,1,24,17,10.111.178.156,50,,,,,77,37,xzgxdli3,0.1,0,0.9,0,0.3,0.7
24,8dkykdbd,dfour,1,24,6,10.111.178.156,0,,,,,78,48,xzgxdli3,0.05,0,0.95,0,0.3,0.7
24,8dkykdbd,dfour,1,24,9,10.111.178.156,100,,,,,79,42,xzgxdli3,0.05,0,0.95,0,0.15,0.85
24,8dkykdbd,dfour,1,24,9,10.111.178.156,100,,,,,80,80,xzgxdli3,0.65,0,0.35,0,0.9,0.1
24,8dkykdbd,dfour,1,24,13,10.111.178.156,100,,,,,81,81,xzgxdli3,0.65,0,0.35,0,0.9,0.1
24,8dkykdbd,dfour,1,24,23,10.111.178.156,100,,,,,82,82,xzgxdli3,0.65,0,0.35,0,0.9,0.1
24,8dkykdbd,dfour,1,24,15,10.111.178.156,100,,,,,83,83,xzgxdli3,0.05,0,0.95,0.5,0.5,0
24,8dkykdbd,dfour,1,24,8,10.111.178.156,100,,,,,84,84,xzgxdli3,0.05,0,0.95,0.5,0.5,0
24,8dkykdbd,dfour,1,24,4,10.111.178.156,100,,,,,85,85,xzgxdli3,0.05,0,0.95,0.5,0.5,0
1,9r71xa2u,cthree,2,25,16,10.45.69.132,100,,,,,1,71,upenf38m,0.95,0,0.05,0.5,0.5,0
1,9r71xa2u,cthree,2,25,25,10.45.69.132,46,,,,,2,51,upenf38m,0.9,0,0.1,0.5,0.5,0
1,9r71xa2u,cthree,2,25,19,10.45.69.132,60,,,,,3,20,upenf38m,0.85,0,0.15,0.5,0.5,0
1,9r71xa2u,cthree,2,25,35,10.45.69.132,50,,,,,4,4,upenf38m,0.8,0,0.2,0.5,0.5,0
1,9r71xa2u,cthree,2,25,18,10.45.69.132,0,,,,,5,18,upenf38m,0.75,0,0.25,0.5,0.5,0
1,9r71xa2u,cthree,2,25,19,10.45.69.132,71,,,,,6,67,upenf38m,0.7,0,0.3,0.5,0.5,0
1,9r71xa2u,cthree,2,25,13,10.45.69.132,0,,,,,7,31,upenf38m,0.65,0,0.35,0.5,0.5,0
1,9r71xa2u,cthree,2,25,11,10.45.69.132,0,,,,,8,45,upenf38m,0.6,0,0.4,0.5,0.5,0
1,9r71xa2u,cthree,2,25,20,10.45.69.132,0,,,,,9,14,upenf38m,0.55,0,0.45,0.5,0.5,0
1,9r71xa2u,cthree,2,25,10,10.45.69.132,100,,,,,10,70,upenf38m,0.95,0,0.05,0,1,0
1,9r71xa2u,cthree,2,25,12,10.45.69.132,100,,,,,11,48,upenf38m,0.9,0,0.1,0,1,0
1,9r71xa2u,cthree,2,25,21,10.45.69.132,100,,,,,12,7,upenf38m,0.85,0,0.15,0,1,0
1,9r71xa2u,cthree,2,25,12,10.45.69.132,100,,,,,13,41,upenf38m,0.8,0,0.2,0,1,0
1,9r71xa2u,cthree,2,25,11,10.45.69.132,100,,,,,14,55,upenf38m,0.75,0,0.25,0,1,0
1,9r71xa2u,cthree,2,25,9,10.45.69.132,100,,,,,15,75,upenf38m,0.7,0,0.3,0,1,0
1,9r71xa2u,cthree,2,25,17,10.45.69.132,100,,,,,16,53,upenf38m,0.65,0,0.35,0,1,0
1,9r71xa2u,cthree,2,25,10,10.45.69.132,100,,,,,17,64,upenf38m,0.6,0,0.4,0,1,0
1,9r71xa2u,cthree,2,25,8,10.45.69.132,100,,,,,18,68,upenf38m,0.55,0,0.45,0,1,0
1,9r71xa2u,cthree,2,25,27,10.45.69.132,100,,,,,19,5,upenf38m,0.5,0,0.5,0,1,0
1,9r71xa2u,cthree,2,25,27,10.45.69.132,95,,,,,20,56,upenf38m,0.45,0,0.55,0,1,0
1,9r71xa2u,cthree,2,25,21,10.45.69.132,76,,,,,21,72,upenf38m,0.4,0,0.6,0,1,0
1,9r71xa2u,cthree,2,25,13,10.45.69.132,100,,,,,22,44,upenf38m,0.35,0,0.65,0,1,0
1,9r71xa2u,cthree,2,25,12,10.45.69.132,96,,,,,23,58,upenf38m,0.3,0,0.7,0,1,0
1,9r71xa2u,cthree,2,25,12,10.45.69.132,62,,,,,24,12,upenf38m,0.25,0,0.75,0,1,0
1,9r71xa2u,cthree,2,25,13,10.45.69.132,0,,,,,25,16,upenf38m,0.2,0,0.8,0,1,0
1,9r71xa2u,cthree,2,25,8,10.45.69.132,0,,,,,26,40,upenf38m,0.15,0,0.85,0,1,0
1,9r71xa2u,cthree,2,25,13,10.45.69.132,79,,,,,27,59,upenf38m,0.1,0,0.9,0,1,0
1,9r71xa2u,cthree,2,25,15,10.45.69.132,0,,,,,28,21,upenf38m,0.05,0,0.95,0,1,0
1,9r71xa2u,cthree,2,25,9,10.45.69.132,100,,,,,29,43,upenf38m,0.8,0,0.2,0,0.9,0.1
1,9r71xa2u,cthree,2,25,19,10.45.69.132,100,,,,,30,34,upenf38m,0.75,0,0.25,0,0.9,0.1
1,9r71xa2u,cthree,2,25,8,10.45.69.132,100,,,,,31,39,upenf38m,0.7,0,0.3,0,0.9,0.1
1,9r71xa2u,cthree,2,25,11,10.45.69.132,100,,,,,32,50,upenf38m,0.65,0,0.35,0,0.9,0.1
1,9r71xa2u,cthree,2,25,9,10.45.69.132,100,,,,,33,76,upenf38m,0.6,0,0.4,0,0.9,0.1
1,9r71xa2u,cthree,2,25,16,10.45.69.132,100,,,,,34,10,upenf38m,0.55,0,0.45,0,0.9,0.1
1,9r71xa2u,cthree,2,25,20,10.45.69.132,97,,,,,35,57,upenf38m,0.5,0,0.5,0,0.9,0.1
1,9r71xa2u,cthree,2,25,14,10.45.69.132,54,,,,,36,11,upenf38m,0.45,0,0.55,0,0.9,0.1
1,9r71xa2u,cthree,2,25,10,10.45.69.132,100,,,,,37,66,upenf38m,0.4,0,0.6,0,0.9,0.1
1,9r71xa2u,cthree,2,25,17,10.45.69.132,72,,,,,38,78,upenf38m,0.35,0,0.65,0,0.9,0.1
1,9r71xa2u,cthree,2,25,26,10.45.69.132,75,,,,,39,6,upenf38m,0.3,0,0.7,0,0.9,0.1
1,9r71xa2u,cthree,2,25,11,10.45.69.132,97,,,,,40,29,upenf38m,0.25,0,0.75,0,0.9,0.1
1,9r71xa2u,cthree,2,25,11,10.45.69.132,83,,,,,41,60,upenf38m,0.2,0,0.8,0,0.9,0.1
1,9r71xa2u,cthree,2,25,13,10.45.69.132,60,,,,,42,3,upenf38m,0.15,0,0.85,0,0.9,0.1
1,9r71xa2u,cthree,2,25,20,10.45.69.132,81,,,,,43,35,upenf38m,0.1,0,0.9,0,0.9,0.1
1,9r71xa2u,cthree,2,25,15,10.45.69.132,0,,,,,44,36,upenf38m,0.05,0,0.95,0,0.9,0.1
1,9r71xa2u,cthree,2,25,10,10.45.69.132,66,,,,,45,15,upenf38m,0.65,0,0.35,0,0.75,0.25
1,9r71xa2u,cthree,2,25,13,10.45.69.132,100,,,,,46,77,upenf38m,0.6,0,0.4,0,0.75,0.25
1,9r71xa2u,cthree,2,25,9,10.45.69.132,100,,,,,47,22,upenf38m,0.55,0,0.45,0,0.75,0.25
1,9r71xa2u,cthree,2,25,9,10.45.69.132,100,,,,,48,38,upenf38m,0.5,0,0.5,0,0.75,0.25
1,9r71xa2u,cthree,2,25,18,10.45.69.132,98,,,,,49,24,upenf38m,0.45,0,0.55,0,0.75,0.25
1,9r71xa2u,cthree,2,25,9,10.45.69.132,95,,,,,50,62,upenf38m,0.4,0,0.6,0,0.75,0.25
1,9r71xa2u,cthree,2,25,12,10.45.69.132,96,,,,,51,13,upenf38m,0.35,0,0.65,0,0.75,0.25
1,9r71xa2u,cthree,2,25,11,10.45.69.132,94,,,,,52,79,upenf38m,0.3,0,0.7,0,0.75,0.25
1,9r71xa2u,cthree,2,25,9,10.45.69.132,99,,,,,53,32,upenf38m,0.25,0,0.75,0,0.75,0.25
1,9r71xa2u,cthree,2,25,13,10.45.69.132,100,,,,,54,26,upenf38m,0.2,0,0.8,0,0.75,0.25
1,9r71xa2u,cthree,2,25,18,10.45.69.132,58,,,,,55,2,upenf38m,0.15,0,0.85,0,0.75,0.25
1,9r71xa2u,cthree,2,25,13,10.45.69.132,82,,,,,56,61,upenf38m,0.1,0,0.9,0,0.75,0.25
1,9r71xa2u,cthree,2,25,14,10.45.69.132,60,,,,,57,65,upenf38m,0.05,0,0.95,0,0.75,0.25
1,9r71xa2u,cthree,2,25,6,10.45.69.132,100,,,,,58,37,upenf38m,0.5,0,0.5,0,0.6,0.4
1,9r71xa2u,cthree,2,25,18,10.45.69.132,98,,,,,59,73,upenf38m,0.45,0,0.55,0,0.6,0.4
1,9r71xa2u,cthree,2,25,14,10.45.69.132,100,,,,,60,33,upenf38m,0.4,0,0.6,0,0.6,0.4
1,9r71xa2u,cthree,2,25,9,10.45.69.132,100,,,,,61,30,upenf38m,0.35,0,0.65,0,0.6,0.4
1,9r71xa2u,cthree,2,25,31,10.45.69.132,100,46,55,60,39,62,1,upenf38m,0.3,0,0.7,0,0.6,0.4
1,9r71xa2u,cthree,2,25,13,10.45.69.132,100,,,,,63,27,upenf38m,0.25,0,0.75,0,0.6,0.4
1,9r71xa2u,cthree,2,25,15,10.45.69.132,91,,,,,64,47,upenf38m,0.2,0,0.8,0,0.6,0.4
1,9r71xa2u,cthree,2,25,12,10.45.69.132,0,,,,,65,8,upenf38m,0.15,0,0.85,0,0.6,0.4
1,9r71xa2u,cthree,2,25,10,10.45.69.132,81,,,,,66,54,upenf38m,0.1,0,0.9,0,0.6,0.4
1,9r71xa2u,cthree,2,25,7,10.45.69.132,81,,,,,67,28,upenf38m,0.05,0,0.95,0,0.6,0.4
1,9r71xa2u,cthree,2,25,8,10.45.69.132,100,,,,,68,46,upenf38m,0.35,0,0.65,0,0.45,0.55
1,9r71xa2u,cthree,2,25,33,10.45.69.132,48,,,,,69,9,upenf38m,0.3,0,0.7,0,0.45,0.55
1,9r71xa2u,cthree,2,25,13,10.45.69.132,100,,,,,70,25,upenf38m,0.25,0,0.75,0,0.45,0.55
1,9r71xa2u,cthree,2,25,19,10.45.69.132,77,,,,,71,52,upenf38m,0.2,0,0.8,0,0.45,0.55
1,9r71xa2u,cthree,2,25,23,10.45.69.132,0,,,,,72,42,upenf38m,0.15,0,0.85,0,0.45,0.55
1,9r71xa2u,cthree,2,25,15,10.45.69.132,85,,,,,73,69,upenf38m,0.1,0,0.9,0,0.45,0.55
1,9r71xa2u,cthree,2,25,18,10.45.69.132,47,,,,,74,19,upenf38m,0.05,0,0.95,0,0.45,0.55
1,9r71xa2u,cthree,2,25,19,10.45.69.132,94,,,,,75,63,upenf38m,0.2,0,0.8,0,0.3,0.7
1,9r71xa2u,cthree,2,25,13,10.45.69.132,100,,,,,76,74,upenf38m,0.15,0,0.85,0,0.3,0.7
1,9r71xa2u,cthree,2,25,14,10.45.69.132,100,,,,,77,17,upenf38m,0.1,0,0.9,0,0.3,0.7
1,9r71xa2u,cthree,2,25,12,10.45.69.132,100,,,,,78,23,upenf38m,0.05,0,0.95,0,0.3,0.7
1,9r71xa2u,cthree,2,25,12,10.45.69.132,100,,,,,79,49,upenf38m,0.05,0,0.95,0,0.15,0.85
1,9r71xa2u,cthree,2,25,17,10.45.69.132,100,,,,,80,80,upenf38m,0.65,0,0.35,0,0.9,0.1
1,9r71xa2u,cthree,2,25,9,10.45.69.132,100,,,,,81,81,upenf38m,0.65,0,0.35,0,0.9,0.1
1,9r71xa2u,cthree,2,25,5,10.45.69.132,0,,,,,82,82,upenf38m,0.65,0,0.35,0,0.9,0.1
1,9r71xa2u,cthree,2,25,13,10.45.69.132,100,,,,,83,83,upenf38m,0.05,0,0.95,0.5,0.5,0
1,9r71xa2u,cthree,2,25,8,10.45.69.132,100,,,,,84,84,upenf38m,0.05,0,0.95,0.5,0.5,0
1,9r71xa2u,cthree,2,25,4,10.45.69.132,0,,,,,85,85,upenf38m,0.05,0,0.95,0.5,0.5,0
2,r4amfx7n,fsix,2,26,22,10.79.192.24,100,,,,,1,12,upenf38m,0.95,0,0.05,0.5,0.5,0
2,r4amfx7n,fsix,2,26,13,10.79.192.24,100,,,,,2,43,upenf38m,0.9,0,0.1,0.5,0.5,0
2,r4amfx7n,fsix,2,26,14,10.79.192.24,100,,,,,3,51,upenf38m,0.85,0,0.15,0.5,0.5,0
2,r4amfx7n,fsix,2,26,21,10.79.192.24,100,,,,,4,6,upenf38m,0.8,0,0.2,0.5,0.5,0
2,r4amfx7n,fsix,2,26,11,10.79.192.24,100,,,,,5,73,upenf38m,0.75,0,0.25,0.5,0.5,0
2,r4amfx7n,fsix,2,26,23,10.79.192.24,100,,,,,6,35,upenf38m,0.7,0,0.3,0.5,0.5,0
2,r4amfx7n,fsix,2,26,84,10.79.192.24,100,,,,,7,9,upenf38m,0.65,0,0.35,0.5,0.5,0
2,r4amfx7n,fsix,2,26,27,10.79.192.24,86,,,,,8,59,upenf38m,0.6,0,0.4,0.5,0.5,0
2,r4amfx7n,fsix,2,26,12,10.79.192.24,100,,,,,9,72,upenf38m,0.55,0,0.45,0.5,0.5,0
2,r4amfx7n,fsix,2,26,24,10.79.192.24,100,,,,,10,19,upenf38m,0.95,0,0.05,0,1,0
2,r4amfx7n,fsix,2,26,24,10.79.192.24,100,,,,,11,36,upenf38m,0.9,0,0.1,0,1,0
2,r4amfx7n,fsix,2,26,13,10.79.192.24,100,,,,,12,70,upenf38m,0.85,0,0.15,0,1,0
2,r4amfx7n,fsix,2,26,12,10.79.192.24,100,,,,,13,62,upenf38m,0.8,0,0.2,0,1,0
2,r4amfx7n,fsix,2,26,16,10.79.192.24,100,,,,,14,23,upenf38m,0.75,0,0.25,0,1,0
2,r4amfx7n,fsix,2,26,18,10.79.192.24,100,,,,,15,60,upenf38m,0.7,0,0.3,0,1,0
2,r4amfx7n,fsix,2,26,24,10.79.192.24,100,,,,,16,39,upenf38m,0.65,0,0.35,0,1,0
2,r4amfx7n,fsix,2,26,18,10.79.192.24,76,,,,,17,56,upenf38m,0.6,0,0.4,0,1,0
2,r4amfx7n,fsix,2,26,19,10.79.192.24,65,,,,,18,55,upenf38m,0.55,0,0.45,0,1,0
2,r4amfx7n,fsix,2,26,16,10.79.192.24,71,,,,,19,52,upenf38m,0.5,0,0.5,0,1,0
2,r4amfx7n,fsix,2,26,42,10.79.192.24,71,,,,,20,38,upenf38m,0.45,0,0.55,0,1,0
2,r4amfx7n,fsix,2,26,32,10.79.192.24,63,,,,,21,20,upenf38m,0.4,0,0.6,0,1,0
2,r4amfx7n,fsix,2,26,33,10.79.192.24,46,,,,,22,5,upenf38m,0.35,0,0.65,0,1,0
2,r4amfx7n,fsix,2,26,12,10.79.192.24,27,,,,,23,79,upenf38m,0.3,0,0.7,0,1,0
