"","choice_probability","set_alt1","set_al2","alt"
"864",0.588235294117647,26,30,30
"865",0.239130434782609,27,30,27
"866",0.760869565217391,27,30,30
"867",0.243243243243243,28,30,28
"868",0.756756756756757,28,30,30
"869",0.53125,29,30,29
"870",0.46875,29,30,30
"871",0.625,1,31,1
"872",0.375,1,31,31
"873",0.45,2,31,2
"874",0.55,2,31,31
"875",0.392857142857143,3,31,3
"876",0.607142857142857,3,31,31
"877",0.551724137931034,4,31,4
"878",0.448275862068966,4,31,31
"879",0.65,5,31,5
"880",0.35,5,31,31
"881",0.517241379310345,6,31,6
"882",0.482758620689655,6,31,31
"883",0.652173913043478,7,31,7
"884",0.347826086956522,7,31,31
"885",0.473684210526316,8,31,8
"886",0.526315789473684,8,31,31
"887",0.666666666666667,9,31,9
"888",0.333333333333333,9,31,31
"889",0.586206896551724,10,31,10
"890",0.413793103448276,10,31,31
"891",0.67741935483871,11,31,11
"892",0.32258064516129,11,31,31
"893",0.634615384615385,12,31,12
"894",0.365384615384615,12,31,31
"895",0.696969696969697,13,31,13
"896",0.303030303030303,13,31,31
"897",0.659090909090909,14,31,14
"898",0.340909090909091,14,31,31
"899",0.724137931034483,15,31,15
"900",0.275862068965517,15,31,31
"901",0.604166666666667,16,31,16
"902",0.395833333333333,16,31,31
"903",0.395833333333333,17,31,17
"904",0.604166666666667,17,31,31
"905",0.392857142857143,18,31,18
"906",0.607142857142857,18,31,31
"907",0.347222222222222,19,31,19
"908",0.652777777777778,19,31,31
"909",0.346153846153846,20,31,20
"910",0.653846153846154,20,31,31
"911",0.413793103448276,21,31,21
"912",0.586206896551724,21,31,31
"913",0.409090909090909,22,31,22
"914",0.590909090909091,22,31,31
"915",0.403225806451613,23,31,23
"916",0.596774193548387,23,31,31
"917",0.390625,24,31,24
"918",0.609375,24,31,31
"919",0.277777777777778,25,31,25
"920",0.722222222222222,25,31,31
"921",0.411764705882353,26,31,26
"922",0.588235294117647,26,31,31
"923",0.477272727272727,27,31,27
"924",0.522727272727273,27,31,31
"925",0.370967741935484,28,31,28
"926",0.629032258064516,28,31,31
"927",0.4375,29,31,29
"928",0.5625,29,31,31
"929",0.557692307692308,30,31,30
"930",0.442307692307692,30,31,31
"931",0.457142857142857,1,32,1
"932",0.542857142857143,1,32,32
"933",0.448717948717949,2,32,2
"934",0.551282051282051,2,32,32
"935",0.485714285714286,3,32,3
"936",0.514285714285714,3,32,32
"937",0.477272727272727,4,32,4
"938",0.522727272727273,4,32,32
"939",0.58695652173913,5,32,5
"940",0.41304347826087,5,32,32
"941",0.611111111111111,6,32,6
"942",0.388888888888889,6,32,32
"943",0.532258064516129,7,32,7
"944",0.467741935483871,7,32,32
"945",0.696428571428571,8,32,8
"946",0.303571428571429,8,32,32
"947",0.482142857142857,9,32,9
"948",0.517857142857143,9,32,32
"949",0.543478260869565,10,32,10
"950",0.456521739130435,10,32,32
"951",0.714285714285714,11,32,11
"952",0.285714285714286,11,32,32
"953",0.527777777777778,12,32,12
"954",0.472222222222222,12,32,32
"955",0.642857142857143,13,32,13
"956",0.357142857142857,13,32,32
"957",0.760869565217391,14,32,14
"958",0.239130434782609,14,32,32
"959",0.67741935483871,15,32,15
"960",0.32258064516129,15,32,32
"961",0.533333333333333,16,32,16
"962",0.466666666666667,16,32,32
"963",0.34375,17,32,17
"964",0.65625,17,32,32
"965",0.328125,18,32,18
"966",0.671875,18,32,32
"967",0.357142857142857,19,32,19
"968",0.642857142857143,19,32,32
"969",0.18,20,32,20
"970",0.82,20,32,32
"971",0.258064516129032,21,32,21
"972",0.741935483870968,21,32,32
"973",0.413793103448276,22,32,22
"974",0.586206896551724,22,32,32
"975",0.379310344827586,23,32,23
"976",0.620689655172414,23,32,32
"977",0.419354838709677,24,32,24
"978",0.580645161290323,24,32,32
"979",0.46,25,32,25
"980",0.54,25,32,32
"981",0.363636363636364,26,32,26
"982",0.636363636363636,26,32,32
"983",0.375,27,32,27
"984",0.625,27,32,32
"985",0.375,28,32,28
"986",0.625,28,32,32
"987",0.461538461538462,29,32,29
"988",0.538461538461538,29,32,32
"989",0.403225806451613,30,32,30
"990",0.596774193548387,30,32,32
"991",0.574074074074074,31,32,31
"992",0.425925925925926,31,32,32
